interventionType,interventionDuration,timestamp,resolution,isReIntervention,timezone,purpose,app,timeIntervalUntilReIntervention
breathingExercise,6.0,1753704368.983675,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753709864.930705,openedApp,False,Europe/Berlin,Unterhaltung,instagram,180.0
breathingExercise,6.0,1753713272.2226229,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753714864.250984,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753714877.1224298,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753720940.56405,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753722074.899101,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753727293.428195,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753729364.216178,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753731681.985009,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753733931.307272,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753767254.158969,openedApp,False,Europe/Berlin,Ablenkung,instagram,60.0
breathingExercise,6.0,1753767608.653953,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753767627.960205,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753767649.160871,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753767921.282878,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753768251.28497,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753775092.131517,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753775354.3097172,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753775377.017171,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753781935.9465551,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753788029.388423,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753788046.812417,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753818563.574625,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753819321.9923248,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753819649.3192039,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753850158.4421039,openedApp,False,Europe/Berlin,Entspannung,instagram,120.0
breathingExercise,6.0,1753851260.571475,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753851933.089048,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753853487.025824,openedApp,False,Europe/Berlin,Ablenkung,instagram,60.0
breathingExercise,6.0,1753865396.049728,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753865415.728781,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753866398.406036,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753869477.7690701,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753873371.2740688,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753873895.290848,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753874056.6021938,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753875245.510503,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753876284.3494759,openedApp,False,Europe/Berlin,Auf dem Laufenden bleiben,instagram,300.0
breathingExercise,6.0,1753876810.81394,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753878377.07688,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753879341.826824,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753884895.23803,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753894016.501997,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1753907809.6187491,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753908184.595726,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753908347.5828981,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753940459.3686872,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753940724.372015,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753941755.235363,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753941820.766727,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753944964.242275,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753945319.723755,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753945918.447712,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753946791.207525,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753946833.483581,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753947190.1711478,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753947193.07337,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753948052.419327,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753948990.658224,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753952607.22467,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1753963276.5741,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753967458.833164,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753967462.182833,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753967496.010117,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1753988938.3503041,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753988944.384128,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753988988.136251,openedApp,False,Europe/Berlin,Entspannung,instagram,240.0
breathingExercise,6.0,1753989888.1653929,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1753992469.361068,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753992508.00038,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1753992527.731131,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1754030005.049175,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1754034801.2229152,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754044231.473775,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754052501.482166,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1754055924.879595,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754057031.109441,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1754080958.653203,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754083218.079649,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754083226.18786,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754083239.11792,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754083257.120733,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754119128.070797,openedApp,False,Europe/Berlin,Entspannung,instagram,180.0
breathingExercise,6.0,1754121696.651892,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754121732.840293,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754121946.8690848,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754129724.767061,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754130743.2805161,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754130785.527919,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754130949.771491,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754134931.959465,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754134958.674804,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754135100.113538,openedApp,False,Europe/Berlin,Klo,instagram,300.0
breathingExercise,6.0,1754136142.188196,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754136167.9196591,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754139519.924088,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754146921.022593,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754149811.0307012,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754150123.814015,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754159787.007287,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754160980.930812,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754164806.489509,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754165031.984431,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754165060.685419,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754165114.597853,openedApp,False,Europe/Berlin,Unterhaltung,instagram,300.0
breathingExercise,6.0,1754166029.900484,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754166415.096593,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754166631.158931,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754166649.937245,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754167874.106024,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754167891.6485739,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754168548.698586,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754203198.5162191,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754207911.2763572,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754207927.753808,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754210297.1833692,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754211583.8448958,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754241803.8673348,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1754243977.50421,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754246181.077698,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754246187.04406,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754248141.2959042,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754248413.950282,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754251970.4946609,openedApp,False,Europe/Berlin,Entspannung,instagram,60.0
breathingExercise,6.0,1754253057.4757361,dismissedAppOpening,True,Europe/Berlin,,instagram,
breathingExercise,6.0,1754293573.353609,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754295907.8530989,dismissedAppOpening,False,Europe/Berlin,,instagram,
breathingExercise,6.0,1754302048.5144138,openedApp,False,Europe/Berlin,Entspannung,instagram,300.0
breathingExercise,6.0,1754303123.8240829,dismissedAppOpening,False,Europe/Berlin,,instagram,
