interventionType,resolution,timestamp,isReIntervention,interventionDuration,timezone,app
,closedApp,1753115273.20466,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753115394.7265701,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753115464.201661,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753115493.155875,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753119645.191896,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753120220.252228,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753120242.145321,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753120608.304735,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753120655.432818,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753121013.685114,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753121475.2187629,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753122885.979142,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753122921.196714,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753123116.788223,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753123274.536452,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753125553.001245,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753125689.589034,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753125747.158725,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753125940.4137301,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753128258.473839,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753128390.215749,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753128927.705821,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753129128.350975,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753135426.426225,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753135529.8505,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753135676.685659,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753135752.620232,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753135992.8106198,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753136020.652865,False,1.5,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1753136046.988882,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
,closedApp,1753136328.161005,False,,Europe/Vienna,B44CB0EC-C2B8-4214-B5FE-F874B5B73D84
breathingExercise,openedApp,1753136340.062016,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753137660.1979032,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753137977.184176,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753138243.392496,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753138324.773673,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753149185.271237,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753149294.745117,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753150959.623637,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753151921.166218,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753169496.949654,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753169569.212184,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753169616.432056,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753170151.4457011,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753170205.256812,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753170220.462497,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753170941.870683,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753175095.602103,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753175219.69068,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753175394.295456,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753176871.168563,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753176899.4794102,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753178596.308469,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753200687.2005649,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753200692.505544,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753200977.980386,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753201139.584795,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753201303.877462,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753201609.481011,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753201652.220591,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753201757.406197,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753202214.742368,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753202384.899617,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753205686.275748,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753207642.25709,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753216390.6484509,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753216663.451894,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753218912.335973,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753219169.246284,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753219398.7959409,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753220121.222446,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753220146.1490932,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753221610.578629,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753221652.530922,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753221753.321313,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753221776.56034,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753222030.394041,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753222066.0986838,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753222174.539589,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753222184.3867068,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753222610.832753,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753222965.648005,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753224071.3564491,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753224079.7595448,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753225310.634808,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753225369.061369,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753225759.4931579,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753225764.8326879,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753225780.7007961,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753249583.4773421,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753249751.943139,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753250146.4787421,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753250585.204047,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753250616.555567,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753250982.1618838,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753251151.829891,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753251262.045062,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753251385.3054528,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753251417.060255,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753251512.7298288,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753251556.0424628,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753252288.6404371,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753255456.878839,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753255483.1154308,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753255747.7923632,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753255880.235618,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753256049.766492,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753256057.006424,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753256107.10655,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753256169.790876,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753256234.220124,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753263452.197917,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753263560.208786,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753266078.313723,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753266211.161563,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753266610.775794,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753266615.8705878,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753267817.306779,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753268069.994165,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753268105.337168,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753268117.343766,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753268785.562851,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753268816.212508,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753268912.176746,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753269027.96028,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269056.627452,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269057.9411569,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753269083.775375,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269120.0028229,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269120.17665,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269120.1846719,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753269282.8798919,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269304.317092,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753269449.919544,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753269485.516271,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753269659.5396872,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753272219.196673,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753272269.523892,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753273361.6973839,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753273586.999817,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753273650.766769,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753275775.490718,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753313775.3564281,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753314296.536247,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753331005.87275,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753333780.0487452,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753340334.7165952,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753340453.9925761,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753340551.2496572,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753340843.30234,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753343418.0597649,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753344222.596482,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753345006.217727,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753345663.521908,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753345780.827306,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753345836.388871,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753346259.0975242,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753346400.4280992,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753346539.730989,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753346563.4820561,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753349365.9084969,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753349408.673552,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753349545.930387,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753349681.9267921,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753349807.67858,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753349830.5119429,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753350157.594387,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753350390.081104,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753350854.250473,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753368409.040848,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753368413.530991,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753369181.715032,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753369280.1936212,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753369588.744656,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753369763.033776,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753371128.9558182,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753371763.869036,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753371826.5120912,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753372251.586149,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753372292.04621,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753373963.572021,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753381125.2125711,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753381303.954369,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753383530.5846581,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753383562.484939,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753385513.545223,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753387243.899117,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753387252.454485,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753393193.143097,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753394187.308439,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753394494.786685,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753394556.287605,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753395199.424597,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753395353.797394,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753398411.400383,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753398417.877026,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753398697.196684,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753430127.942212,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753430203.160585,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753435170.030521,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753435324.4684858,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753435608.8575501,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753435897.167017,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753441408.2086868,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753441435.021925,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753441463.1065311,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753445720.759068,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753445727.2255502,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753445752.935543,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753446004.1172462,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753446437.565414,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753446471.6632838,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753449415.086975,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753449521.5960789,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753449820.034476,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753449981.065754,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753457754.0887341,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753457765.616606,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753457795.417379,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753457797.663846,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753457875.4298081,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753458026.789946,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753458172.803419,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753458305.879339,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753458616.0895162,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753458644.455271,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753458676.518231,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753459023.375274,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753459060.2640538,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
