timezone,resolution,interventionDuration,interventionType,timestamp,timeIntervalUntilReIntervention,isReIntervention,purpose,app
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752678299.9188972,,False,,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752684095.2562408,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752684421.726491,,False,,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752687589.620784,,False,Unterhaltung,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752688357.703936,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752688555.230434,720.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752688837.797271,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752689067.284649,600.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752691348.50906,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752692973.9760098,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752727538.8463259,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752727914.521353,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752732737.32005,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752733564.1043072,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752740935.828217,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752742041.86925,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752742335.797707,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752742344.614616,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752753190.837768,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752753276.583214,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752753467.671041,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752753636.398209,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752760962.191783,360.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752761030.409903,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752761387.785804,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752763023.425815,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752766833.526664,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752767006.842648,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752768285.865047,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752768290.875598,240.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752768398.193335,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752768416.735286,240.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752769629.592952,480.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752770664.031744,480.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752770994.311413,,False,Unterhaltung,facebook
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752771031.003882,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752771037.677287,660.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752772824.654691,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752772945.148268,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752772953.700057,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752773614.169901,,False,,tikTok
Europe/Berlin,openedApp,1.5,breathingExercise,1752773674.817083,480.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752774392.3972769,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752774712.253728,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752774846.273592,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752774934.351118,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752775032.191667,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752775108.92167,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752775311.051612,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752775506.119169,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752778811.44719,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752807953.26758,360.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752808098.6035562,,False,,tikTok
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752809235.122401,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752813427.721812,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752817790.443084,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752818018.616097,240.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752819007.796179,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752820817.547319,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752820932.268841,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752821274.1118941,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752821360.688953,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752821468.109177,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752821667.444957,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752821672.324366,,False,,facebook
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752822081.401259,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752822095.276517,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752823058.673985,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752826687.459229,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752827321.555474,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752834133.388375,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752834386.341261,300.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752837991.5574188,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752838125.890094,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752838140.72863,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752839916.735477,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752839954.4725099,,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752840139.662675,480.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752844066.650361,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752844291.412543,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752845799.0690289,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752845935.4447079,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752845942.819646,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752846814.425463,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752848690.684063,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752849331.830449,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752849625.840208,300.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,breathingExercise,1752849841.5630422,,False,,tikTok
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752860897.744452,420.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752861120.676704,540.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752861397.133213,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752861478.797282,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752861721.547555,,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752861919.1080232,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752861933.167296,420.0,False,,jodel
Europe/Berlin,dismissedAppOpening,1.5,askForTimeLimit,1752862167.421665,,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752862170.698464,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752862261.5711641,480.0,False,,jodel
Europe/Berlin,openedApp,1.5,askForTimeLimit,1752862431.148878,360.0,False,,jodel
Europe/Berlin,openedApp,1.5,breathingExercise,1752862672.550737,900.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752934239.098625,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752934314.4775949,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1752934362.022232,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752934373.6313782,,False,,jodel
Europe/Berlin,openedApp,6.0,breathingExercise,1752934800.9361749,600.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,6.0,breathingExercise,1752935036.072983,300.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,6.0,breathingExercise,1752935356.754822,600.0,True,Unterhaltung,tikTok
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1752935634.8221989,,False,,tikTok
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752935775.833877,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752935828.240745,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752935921.848352,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752936163.0445728,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,breathingExercise,1752936192.187788,540.0,False,Unterhaltung,tikTok
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1752936367.843288,,False,,tikTok
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752936371.813353,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1752936404.3817658,,False,,tikTok
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752938182.966237,240.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752938373.938266,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752938830.950008,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752939093.135212,360.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752939392.836581,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752939722.787188,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752940894.1501842,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752941594.5321631,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752941885.451469,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752941905.848906,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752941987.893491,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1752942064.861033,,False,,tikTok
Europe/Berlin,openedApp,6.0,breathingExercise,1752954350.647894,600.0,False,Unterhaltung,tikTok
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752956779.3676581,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752956889.4116821,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752957293.793943,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1752957573.071274,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752957648.399848,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752993394.60075,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752993916.631434,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752994401.141367,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752994464.6085,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752996411.754796,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752996464.025677,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752996552.4228492,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752996748.114399,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752997527.209774,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752998516.717146,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752999091.865207,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752999406.602171,720.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752999562.224464,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752999807.432708,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1752999884.8415852,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753000694.886888,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753000943.4489532,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753001049.219687,780.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753001163.1098928,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753001244.231235,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753001275.812417,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753001279.308837,,False,,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753001307.953555,300.0,False,,jodel
Europe/Berlin,openedApp,6.0,breathingExercise,1753001394.0963469,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753001544.425517,360.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753002437.596977,360.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753009994.440342,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010015.904602,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010075.478265,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010189.4201388,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010314.581898,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010466.154801,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010590.6465712,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753010640.870429,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753011014.165461,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753016359.682338,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753020007.688278,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753020141.931006,420.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753020776.661969,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753020866.3063679,,False,,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753031799.5683131,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753032082.451474,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753032168.21089,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753033257.910513,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753033616.769473,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753033693.602913,660.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753033993.078121,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753034718.697287,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753034959.751926,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753040621.098743,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753040784.456372,660.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753040933.7693372,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753040964.582232,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753040971.669522,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753041342.9577851,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753041485.467968,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753042529.188246,300.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753042610.8998451,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753042934.932214,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753042936.528239,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753043062.30286,,False,,jodel
Europe/Berlin,openedApp,6.0,breathingExercise,1753074943.513504,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753075790.3707309,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753080767.093189,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753082483.8299751,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753082675.3325691,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753082790.869108,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753083421.2858,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753083534.210483,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753085220.336523,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753086365.2233481,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753087720.967709,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753087804.082763,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753088186.368586,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753090572.422243,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753090602.17329,720.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753093712.731442,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753094425.190938,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753098098.292543,480.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753098158.260525,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753114425.775064,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753114499.992902,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753114511.613889,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753114526.028449,,False,,tikTok
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753114820.096781,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753114885.24736,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753117377.812036,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753118631.599506,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753119097.641508,,False,,tikTok
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753123662.6113338,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753123792.580059,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753123803.692896,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124373.240299,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124411.8896918,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124565.1293302,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124574.704634,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124956.305736,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753124974.460143,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753154287.361702,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753154293.224144,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753154401.1132689,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753154404.138454,,False,,jodel
Europe/Berlin,dismissedAppOpening,,journaling,1753160798.498697,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753163941.476582,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753165269.538776,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753165763.350939,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753167107.654712,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753168713.204493,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753168735.892586,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753170679.617035,,False,,facebook
Europe/Berlin,openedApp,6.0,breathingExercise,1753170818.3265982,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753170919.292056,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753171470.437366,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753171677.592465,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753171755.592005,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753171758.647855,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753171765.195037,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753171962.18138,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753175614.997447,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753177286.3158321,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753177381.438404,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753177678.540252,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753181504.0467901,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753181689.402864,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753183515.4623709,,False,,facebook
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753183521.457277,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753183597.424509,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753183602.150749,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753183774.823832,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753183814.344317,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753183916.7721062,,False,,jodel
Europe/Berlin,openedApp,6.0,breathingExercise,1753183931.825084,,False,Unterhaltung,facebook
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753184245.7819982,660.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753184556.563726,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753186160.049727,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753186215.263999,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753186538.2469711,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753186632.08634,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753186834.636565,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753186835.601557,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753187069.272625,660.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753188477.2434301,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753194395.172241,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753199094.271673,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753199634.536083,600.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,breathingExercise,1753200091.231532,,False,,tikTok
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753200189.302196,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753200416.77383,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753200793.594242,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753200956.136908,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753201190.616652,900.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753202325.4738932,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753202792.145347,480.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753202865.0906038,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753203007.702359,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753203477.913645,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753205385.209464,600.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753205638.9338899,540.0,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753213256.5607738,,False,,jodel
Europe/Berlin,dismissedAppOpening,6.0,askForTimeLimit,1753213259.3873491,,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753213262.289779,540.0,False,,jodel
Europe/Berlin,openedApp,6.0,askForTimeLimit,1753213703.195879,360.0,False,,jodel
