timezone,interventionDuration,resolution,isReIntervention,app,timestamp,interventionType,purpose
Europe/Berlin,1.5,dismissedAppOpening,False,instagram,1751919373.500167,breathingExercise,
Europe/Berlin,1.5,openedApp,False,instagram,1751943686.1415029,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1751943706.486052,,
Europe/Berlin,1.5,openedApp,False,instagram,1751944158.559637,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1751944307.796886,,
Europe/Berlin,1.5,openedApp,False,instagram,1751946422.350245,breathingExercise,Langeweile
Europe/Berlin,,closedApp,False,instagram,1751946528.12992,,
Europe/Berlin,1.5,openedApp,False,snapchat,1751946978.6675029,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1751947008.386142,,
Europe/Berlin,1.5,openedApp,False,instagram,1751947638.721901,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1751947904.87215,,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1751950292.9800491,breathingExercise,
Europe/Berlin,1.5,openedApp,False,instagram,1751954408.358294,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1751954422.5757198,,
Europe/Berlin,1.5,openedApp,False,snapchat,1751968908.0181088,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1751968961.339817,,
Europe/Berlin,1.5,openedApp,False,instagram,1751969025.0005069,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1751969118.744821,,
Europe/Berlin,1.5,openedApp,False,snapchat,1751971391.107652,breathingExercise,Nachricht / Schreiben
Europe/Berlin,1.5,dismissedAppOpening,False,instagram,1751971395.359288,breathingExercise,
Europe/Berlin,1.5,openedApp,False,instagram,1752066293.200171,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752066541.892531,,
Europe/Berlin,1.5,openedApp,False,snapchat,1752067524.27316,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752067549.585108,,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752067828.8696609,breathingExercise,
Europe/Berlin,1.5,openedApp,False,instagram,1752068998.46332,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752069080.2164922,,
Europe/Berlin,,closedApp,False,snapchat,1752070916.840316,,
Europe/Berlin,1.5,openedApp,False,instagram,1752070921.504921,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752071003.585253,,
Europe/Berlin,1.5,openedApp,False,snapchat,1752076810.94572,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752076826.2337751,,
Europe/Berlin,1.5,openedApp,False,instagram,1752076831.1432838,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752077060.610774,,
Europe/Berlin,1.5,openedApp,False,instagram,1752078022.5682821,breathingExercise,Nachricht / Schreiben
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752081240.489592,breathingExercise,
Europe/Berlin,,closedApp,False,instagram,1752078163.719983,,
Europe/Berlin,1.5,openedApp,False,instagram,1752081245.7279391,breathingExercise,Nachricht / Schreiben
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752083364.109283,breathingExercise,
Europe/Berlin,,closedApp,False,instagram,1752081379.5498471,,
Europe/Berlin,1.5,openedApp,False,instagram,1752083370.427209,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752083398.6047878,,
Europe/Berlin,1.5,openedApp,False,instagram,1752085007.3877048,breathingExercise,Nachricht / Schreiben
Europe/Berlin,1.5,openedApp,False,instagram,1752085956.707131,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752086120.100799,,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752086769.066663,breathingExercise,
Europe/Berlin,1.5,openedApp,False,instagram,1752086775.549197,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752086794.614841,,
Europe/Berlin,1.5,dismissedAppOpening,False,instagram,1752092197.206067,breathingExercise,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752094575.302634,breathingExercise,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752133901.73483,breathingExercise,
Europe/Berlin,1.5,openedApp,False,snapchat,1752149359.342558,breathingExercise,Nachricht / Schreiben
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752152017.047886,breathingExercise,
Europe/Berlin,1.5,dismissedAppOpening,False,snapchat,1752152804.816979,breathingExercise,
Europe/Berlin,1.5,openedApp,False,snapchat,1752161266.6601,breathingExercise,Langeweile
Europe/Berlin,,closedApp,False,snapchat,1752161283.781878,,
Europe/Berlin,1.5,openedApp,False,snapchat,1752169999.459894,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752179944.9541922,breathingExercise,
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752180138.157737,breathingExercise,
Europe/Berlin,3.0,openedApp,False,instagram,1752215723.158195,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752215783.899088,,
Europe/Berlin,3.0,openedApp,False,instagram,1752217104.286477,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752217139.852741,,
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752219285.810678,breathingExercise,
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752223291.104461,breathingExercise,
Europe/Berlin,3.0,openedApp,False,instagram,1752239636.389604,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,openedApp,False,instagram,1752256504.3692021,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752256590.93543,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752258396.4912949,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752258409.0726352,,
Europe/Berlin,3.0,openedApp,False,instagram,1752258642.3251529,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752258710.508008,,
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752259164.14845,breathingExercise,
Europe/Berlin,3.0,openedApp,False,instagram,1752259173.323425,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752259283.19424,,
Europe/Berlin,3.0,openedApp,False,instagram,1752264092.908142,breathingExercise,Langeweile
Europe/Berlin,,closedApp,False,instagram,1752264177.5214992,,
Europe/Berlin,,closedApp,False,instagram,1752264568.847168,,
Europe/Berlin,3.0,openedApp,False,instagram,1752267439.450665,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752267496.4558759,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752267514.336585,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752267546.564114,,
Europe/Berlin,3.0,openedApp,False,instagram,1752297694.438465,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752297729.381394,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752301126.5440059,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752301178.337259,,
Europe/Berlin,3.0,openedApp,False,instagram,1752301237.114184,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752302117.106622,,
Europe/Berlin,,closedApp,False,instagram,1752303025.911357,,
Europe/Berlin,3.0,openedApp,False,instagram,1752303235.776709,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752303344.369687,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752305950.8402328,breathingExercise,Langeweile
Europe/Berlin,3.0,openedApp,False,instagram,1752310508.161876,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,openedApp,False,instagram,1752310942.398778,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752310990.1198459,,
Europe/Berlin,3.0,openedApp,False,instagram,1752311520.78087,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752311593.901291,breathingExercise,
Europe/Berlin,,closedApp,False,instagram,1752311592.905295,,
Europe/Berlin,3.0,openedApp,False,instagram,1752311901.6555161,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752313396.5079432,breathingExercise,
Europe/Berlin,,closedApp,False,instagram,1752311915.645537,,
Europe/Berlin,,closedApp,False,instagram,1752312155.6201181,,
Europe/Berlin,3.0,openedApp,False,instagram,1752313601.764761,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752313844.64637,,
Europe/Berlin,,closedApp,False,instagram,1752314253.040227,,
Europe/Berlin,,closedApp,False,instagram,1752314353.8853788,,
Europe/Berlin,3.0,openedApp,False,instagram,1752314711.9851608,breathingExercise,Langeweile
Europe/Berlin,,closedApp,False,instagram,1752314742.185902,,
Europe/Berlin,,closedApp,False,instagram,1752316912.317514,,
Europe/Berlin,3.0,openedApp,False,instagram,1752317959.4956532,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752318114.985436,,
Europe/Berlin,3.0,openedApp,False,instagram,1752319116.202042,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752319165.94165,,
Europe/Berlin,,closedApp,False,instagram,1752319240.032417,,
Europe/Berlin,,closedApp,False,instagram,1752319586.7509608,,
Europe/Berlin,3.0,openedApp,False,instagram,1752325711.6019568,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752326040.1468391,,
Europe/Berlin,3.0,dismissedAppOpening,False,snapchat,1752326058.0113559,breathingExercise,
Europe/Berlin,,closedApp,False,instagram,1752326150.521723,,
Europe/Berlin,3.0,openedApp,False,instagram,1752326652.522264,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752327039.171157,,
Europe/Berlin,3.0,openedApp,False,instagram,1752329284.434731,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752329297.835274,,
Europe/Berlin,,closedApp,False,instagram,1752329531.456459,,
Europe/Berlin,,closedApp,False,instagram,1752329555.432534,,
Europe/Berlin,3.0,openedApp,False,instagram,1752331793.5749831,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752331899.0657802,,
Europe/Berlin,,closedApp,False,instagram,1752332019.2228231,,
Europe/Berlin,3.0,dismissedAppOpening,False,instagram,1752333758.839366,breathingExercise,
Europe/Berlin,3.0,openedApp,False,instagram,1752336970.628137,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752337016.817344,,
Europe/Berlin,3.0,openedApp,False,instagram,1752342183.874802,breathingExercise,Langeweile
Europe/Berlin,,closedApp,False,instagram,1752342205.987998,,
Europe/Berlin,3.0,openedApp,False,instagram,1752344873.54337,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752344917.582004,,
Europe/Berlin,3.0,openedApp,False,instagram,1752346838.990439,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752347076.8090081,,
Europe/Berlin,3.0,openedApp,False,instagram,1752349922.976228,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752349968.706178,,
Europe/Berlin,3.0,openedApp,False,instagram,1752351764.516376,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752351880.187253,,
Europe/Berlin,3.0,openedApp,False,instagram,1752355003.799687,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752355061.211313,,
Europe/Berlin,3.0,openedApp,False,instagram,1752355448.384633,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752355462.188336,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752357705.798131,breathingExercise,Nachricht / Schreiben
Europe/Berlin,3.0,openedApp,False,instagram,1752357723.2019482,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752357743.331596,,
Europe/Berlin,3.0,openedApp,False,instagram,1752361284.658052,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752361380.932866,,
Europe/Berlin,3.0,openedApp,False,instagram,1752362337.023736,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752362614.545707,,
Europe/Berlin,3.0,openedApp,False,instagram,1752373336.008234,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752373632.289064,,
Europe/Berlin,3.0,openedApp,False,snapchat,1752373641.024787,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,snapchat,1752373683.928657,,
Europe/Berlin,3.0,openedApp,False,instagram,1752388289.636876,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752388692.688667,,
Europe/Berlin,3.0,openedApp,False,instagram,1752398369.3672209,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752398682.807621,,
Europe/Berlin,3.0,openedApp,False,instagram,1752405667.5723581,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752406203.470792,,
Europe/Berlin,3.0,openedApp,False,instagram,1752406430.591689,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752406451.9532251,,
Europe/Berlin,,closedApp,False,instagram,1752406529.136075,,
Europe/Berlin,3.0,openedApp,False,instagram,1752411249.746553,breathingExercise,Nachricht / Schreiben
Europe/Berlin,,closedApp,False,instagram,1752411263.2195292,,
