resolution,timestamp,interventionDuration,app,timezone,isReIntervention,interventionType,purpose,timeIntervalUntilReIntervention
openedApp,1751790220.142805,6.0,whastapp,Asia/Singapore,True,breathingExercise,for,60.0
openedApp,1751795980.441513,6.0,whastapp,Asia/Singapore,False,breathingExercise,one hour ago,180.0
openedApp,1751796035.998431,6.0,facebook,Asia/Singapore,False,breathingExercise,psle,
openedApp,1751804733.629494,6.0,whastapp,Asia/Singapore,False,breathingExercise,dunno,60.0
closedApp,1751804791.314962,,whastapp,Asia/Singapore,False,,,
closedApp,1751805279.786813,,whastapp,Asia/Singapore,False,,,
openedApp,1751807628.520228,6.0,whastapp,Asia/Singapore,False,breathingExercise,skates,60.0
openedApp,1751807652.1908631,6.0,instagram,Asia/Singapore,False,breathingExercise,ls,
closedApp,1751807697.178374,,whastapp,Asia/Singapore,False,,,
openedApp,1751846230.7074208,6.0,whastapp,Asia/Singapore,False,breathingExercise,take mc,300.0
closedApp,1751846284.9595299,,whastapp,Asia/Singapore,False,,,
openedApp,1751846320.90911,6.0,outlook,Asia/Singapore,False,breathingExercise,aon,
closedApp,1751846363.5017009,,outlook,Asia/Singapore,False,,,
openedApp,1751846635.6778522,6.0,whastapp,Asia/Singapore,False,breathingExercise,jacq,300.0
closedApp,1751846679.418571,,whastapp,Asia/Singapore,False,,,
openedApp,1751846794.0101352,6.0,instagram,Asia/Singapore,False,breathingExercise,muggy,
openedApp,1751847015.569793,6.0,whastapp,Asia/Singapore,False,breathingExercise,jacq,180.0
closedApp,1751847084.1363878,,whastapp,Asia/Singapore,False,,,
openedApp,1751847247.7575111,6.0,facebook,Asia/Singapore,False,breathingExercise,fb,
dismissedAppOpening,1751848704.424469,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751849134.4431992,6.0,outlook,Asia/Singapore,False,breathingExercise,mc,
closedApp,1751849154.298586,,outlook,Asia/Singapore,False,,,
openedApp,1751849172.038118,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,mich,
closedApp,1751849299.085751,,outlook,Asia/Singapore,False,,,
closedApp,1751849214.7383242,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751849583.135703,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751853712.323862,6.0,outlook,Asia/Singapore,False,breathingExercise,aon,
closedApp,1751853732.29876,,outlook,Asia/Singapore,False,,,
openedApp,1751854076.835843,6.0,whastapp,Asia/Singapore,False,breathingExercise,mich,180.0
closedApp,1751854145.584683,,whastapp,Asia/Singapore,False,,,
closedApp,1751854246.965066,,whastapp,Asia/Singapore,False,,,
openedApp,1751855463.244978,6.0,whastapp,Asia/Singapore,False,breathingExercise,check,180.0
closedApp,1751855649.0467172,,whastapp,Asia/Singapore,False,,,
openedApp,1751855667.7358232,6.0,whastapp,Asia/Singapore,True,breathingExercise,bug,240.0
closedApp,1751855728.066883,,whastapp,Asia/Singapore,False,,,
closedApp,1751856007.8488789,,whastapp,Asia/Singapore,False,,,
closedApp,1751856061.365264,,whastapp,Asia/Singapore,False,,,
closedApp,1751857242.235661,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751858422.530766,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751859491.3958058,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751859521.682482,6.0,whastapp,Asia/Singapore,False,breathingExercise,lewi,300.0
closedApp,1751859665.578424,,whastapp,Asia/Singapore,False,,,
openedApp,1751859690.188499,6.0,outlook,Asia/Singapore,False,breathingExercise,chips,
closedApp,1751859731.7163072,,outlook,Asia/Singapore,False,,,
closedApp,1751859822.6333718,,whastapp,Asia/Singapore,False,,,
closedApp,1751859867.710118,,whastapp,Asia/Singapore,False,,,
closedApp,1751860054.051062,,whastapp,Asia/Singapore,False,,,
openedApp,1751860209.0302892,6.0,facebook,Asia/Singapore,False,breathingExercise,psle,
dismissedAppOpening,1751860805.388545,6.0,facebook,Asia/Singapore,False,breathingExercise,,
openedApp,1751860963.651778,6.0,whastapp,Asia/Singapore,False,breathingExercise,bonus,180.0
openedApp,1751860981.4276109,6.0,whastapp,Asia/Singapore,False,breathingExercise,bonus,300.0
closedApp,1751861026.174989,,whastapp,Asia/Singapore,False,,,
closedApp,1751861109.490608,,whastapp,Asia/Singapore,False,,,
openedApp,1751861181.2734408,6.0,facebook,Asia/Singapore,False,breathingExercise,cube,
openedApp,1751862725.769453,6.0,whastapp,Asia/Singapore,False,breathingExercise,3,180.0
closedApp,1751862757.2300549,,whastapp,Asia/Singapore,False,,,
openedApp,1751863694.9876518,6.0,whastapp,Asia/Singapore,False,breathingExercise,ddn,300.0
closedApp,1751863367.672499,,whastapp,Asia/Singapore,False,,,
closedApp,1751863889.84044,,whastapp,Asia/Singapore,False,,,
openedApp,1751865207.4977279,6.0,whastapp,Asia/Singapore,False,breathingExercise,gb,300.0
closedApp,1751865443.144283,,whastapp,Asia/Singapore,False,,,
openedApp,1751866076.3733358,6.0,outlook,Asia/Singapore,False,breathingExercise,fries,
openedApp,1751866105.7460861,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,jacq,
closedApp,1751866157.337583,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751866267.575831,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751866306.810293,6.0,whastapp,Asia/Singapore,False,breathingExercise,dg,300.0
closedApp,1751866408.215311,,whastapp,Asia/Singapore,False,,,
closedApp,1751866467.3259192,,whastapp,Asia/Singapore,False,,,
closedApp,1751866851.244155,,whastapp,Asia/Singapore,False,,,
openedApp,1751866870.878648,6.0,whastapp,Asia/Singapore,True,breathingExercise,666,300.0
closedApp,1751866981.326448,,whastapp,Asia/Singapore,False,,,
openedApp,1751866999.159348,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,fgf,
closedApp,1751867044.01469,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751869795.8522239,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751869814.879385,6.0,whastapp,Asia/Singapore,False,breathingExercise,sleep,300.0
closedApp,1751869884.62272,,whastapp,Asia/Singapore,False,,,
openedApp,1751873024.9109159,6.0,whastapp,Asia/Singapore,False,breathingExercise,666,300.0
closedApp,1751873079.29044,,whastapp,Asia/Singapore,False,,,
openedApp,1751873095.166122,6.0,instagram,Asia/Singapore,False,breathingExercise,send,
openedApp,1751873541.8322911,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,guang,
closedApp,1751873562.93242,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1751873742.7700338,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751873761.234941,6.0,outlook,Asia/Singapore,False,breathingExercise,alides ,
openedApp,1751875158.352201,6.0,whastapp,Asia/Singapore,False,breathingExercise,hb,300.0
closedApp,1751873822.821302,,outlook,Asia/Singapore,False,,,
closedApp,1751875192.96636,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751875635.736654,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,,
openedApp,1751875668.964453,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,bao,
closedApp,1751875689.163907,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751878748.7260919,6.0,whastapp,Asia/Singapore,False,breathingExercise,hb,60.0
closedApp,1751878827.2777128,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751879491.0346599,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751880843.9928598,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,6,
dismissedAppOpening,1751880868.4842892,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1751880888.031096,6.0,outlook,Asia/Singapore,False,breathingExercise,cret,
closedApp,1751881245.298943,,outlook,Asia/Singapore,False,,,
openedApp,1751881280.806906,6.0,whastapp,Asia/Singapore,False,breathingExercise,harched,180.0
closedApp,1751881338.488611,,whastapp,Asia/Singapore,False,,,
closedApp,1751881631.522211,,whastapp,Asia/Singapore,False,,,
openedApp,1751882294.027314,6.0,whastapp,Asia/Singapore,False,breathingExercise,dragon,180.0
closedApp,1751882343.246614,,whastapp,Asia/Singapore,False,,,
closedApp,1751883068.5539951,,whastapp,Asia/Singapore,False,,,
openedApp,1751883402.96105,6.0,whastapp,Asia/Singapore,False,breathingExercise,d,60.0
closedApp,1751884177.1076322,,whastapp,Asia/Singapore,False,,,
openedApp,1751884202.3177829,6.0,whastapp,Asia/Singapore,False,breathingExercise,credits,300.0
closedApp,1751884247.454996,,whastapp,Asia/Singapore,False,,,
closedApp,1751884301.8240619,,whastapp,Asia/Singapore,False,,,
openedApp,1751884970.143122,6.0,outlook,Asia/Singapore,False,breathingExercise,gastro,
closedApp,1751885001.969312,,outlook,Asia/Singapore,False,,,
closedApp,1751885027.182178,,outlook,Asia/Singapore,False,,,
closedApp,1751885091.151931,,outlook,Asia/Singapore,False,,,
closedApp,1751885255.39997,,outlook,Asia/Singapore,False,,,
openedApp,1751885315.27229,6.0,whastapp,Asia/Singapore,False,breathingExercise,update wini,180.0
closedApp,1751885392.624878,,whastapp,Asia/Singapore,False,,,
closedApp,1751885724.559705,,whastapp,Asia/Singapore,False,,,
openedApp,1751885742.810957,6.0,whastapp,Asia/Singapore,True,breathingExercise,5mins,300.0
closedApp,1751886240.631957,,whastapp,Asia/Singapore,False,,,
openedApp,1751886259.43822,6.0,whastapp,Asia/Singapore,False,breathingExercise,suzanne,300.0
closedApp,1751886564.843655,,whastapp,Asia/Singapore,False,,,
openedApp,1751886583.1103659,6.0,whastapp,Asia/Singapore,True,breathingExercise,weifen,300.0
closedApp,1751886867.1799731,,whastapp,Asia/Singapore,False,,,
closedApp,1751888611.9051042,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751888728.7004418,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751929791.3249311,6.0,whastapp,Asia/Singapore,False,breathingExercise,wf,300.0
closedApp,1751929878.101924,,whastapp,Asia/Singapore,False,,,
closedApp,1751932038.405468,,whastapp,Asia/Singapore,False,,,
openedApp,1751932521.703162,6.0,whastapp,Asia/Singapore,False,breathingExercise,yourrip,180.0
dismissedAppOpening,1751932822.444601,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
closedApp,1751932604.6856241,,whastapp,Asia/Singapore,False,,,
closedApp,1751932626.056591,,whastapp,Asia/Singapore,False,,,
closedApp,1751932644.959364,,whastapp,Asia/Singapore,False,,,
closedApp,1751932672.577705,,whastapp,Asia/Singapore,False,,,
closedApp,1751932781.151874,,whastapp,Asia/Singapore,False,,,
openedApp,1751932841.6970758,6.0,whastapp,Asia/Singapore,False,breathingExercise,yourrip,60.0
openedApp,1751934308.5377069,6.0,outlook,Asia/Singapore,False,breathingExercise,cal,
closedApp,1751934325.464484,,outlook,Asia/Singapore,False,,,
dismissedAppOpening,1751934330.1007938,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751934349.2288408,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,fx,
closedApp,1751934382.723308,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751936274.4863229,6.0,whastapp,Asia/Singapore,False,breathingExercise,comm nursing,300.0
closedApp,1751936316.8680592,,whastapp,Asia/Singapore,False,,,
closedApp,1751936759.225044,,whastapp,Asia/Singapore,False,,,
openedApp,1751936777.840139,6.0,whastapp,Asia/Singapore,True,breathingExercise,jacq,180.0
closedApp,1751936855.572253,,whastapp,Asia/Singapore,False,,,
openedApp,1751939665.369525,6.0,whastapp,Asia/Singapore,False,breathingExercise,gu,300.0
closedApp,1751939688.352124,,whastapp,Asia/Singapore,False,,,
closedApp,1751939721.3825731,,whastapp,Asia/Singapore,False,,,
closedApp,1751939794.678752,,whastapp,Asia/Singapore,False,,,
openedApp,1751940426.185524,6.0,whastapp,Asia/Singapore,False,breathingExercise,ihdc,300.0
closedApp,1751940749.641974,,whastapp,Asia/Singapore,False,,,
closedApp,1751941010.2207499,,whastapp,Asia/Singapore,False,,,
closedApp,1751941308.667845,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751941319.794345,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751941655.4454541,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751942011.4197621,6.0,whastapp,Asia/Singapore,False,breathingExercise,xinmin,180.0
closedApp,1751942078.6134,,whastapp,Asia/Singapore,False,,,
openedApp,1751942097.6944242,6.0,facebook,Asia/Singapore,False,breathingExercise,mandy,
closedApp,1751942341.08761,,whastapp,Asia/Singapore,False,,,
openedApp,1751942357.469531,6.0,whastapp,Asia/Singapore,True,breathingExercise,honest,180.0
closedApp,1751942371.5780602,,whastapp,Asia/Singapore,False,,,
closedApp,1751942568.864568,,whastapp,Asia/Singapore,False,,,
closedApp,1751942598.69014,,whastapp,Asia/Singapore,False,,,
openedApp,1751943269.9552732,6.0,whastapp,Asia/Singapore,False,breathingExercise,suzanne,240.0
closedApp,1751943598.7134042,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751945132.713989,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1751946596.978625,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751948428.102037,6.0,outlook,Asia/Singapore,False,breathingExercise,mental,
closedApp,1751948451.237072,,outlook,Asia/Singapore,False,,,
openedApp,1751948473.620082,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,team,
closedApp,1751948713.701322,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1751965573.575324,6.0,whastapp,Asia/Singapore,False,breathingExercise,psle,180.0
closedApp,1751965758.5463219,,whastapp,Asia/Singapore,False,,,
openedApp,1751965780.575368,6.0,whastapp,Asia/Singapore,True,breathingExercise,yiggie,300.0
closedApp,1751965904.793498,,whastapp,Asia/Singapore,False,,,
closedApp,1751965987.450588,,whastapp,Asia/Singapore,False,,,
closedApp,1751966082.481021,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751966104.240439,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751967278.306267,6.0,whastapp,Asia/Singapore,False,breathingExercise,yiggie,300.0
closedApp,1751967734.688679,,whastapp,Asia/Singapore,False,,,
closedApp,1751967768.842624,,whastapp,Asia/Singapore,False,,,
openedApp,1751967817.915996,6.0,whastapp,Asia/Singapore,False,breathingExercise,yiggie,300.0
closedApp,1751967880.9941049,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1751968236.6803021,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1751968645.691976,6.0,whastapp,Asia/Singapore,False,breathingExercise,yiggie,300.0
closedApp,1751968664.476459,,whastapp,Asia/Singapore,False,,,
openedApp,1751968683.5869899,6.0,outlook,Asia/Singapore,False,breathingExercise,check,
closedApp,1751968798.2380471,,outlook,Asia/Singapore,False,,,
openedApp,1751973766.40698,6.0,whastapp,Asia/Singapore,False,breathingExercise,another planet ,300.0
closedApp,1751973814.09706,,whastapp,Asia/Singapore,False,,,
openedApp,1751983266.522001,6.0,whastapp,Asia/Singapore,False,breathingExercise,amanda,300.0
closedApp,1751983624.498533,,whastapp,Asia/Singapore,False,,,
openedApp,1751983642.067172,6.0,whastapp,Asia/Singapore,False,breathingExercise,aini,300.0
closedApp,1751983949.04421,,whastapp,Asia/Singapore,False,,,
openedApp,1751983967.082056,6.0,whastapp,Asia/Singapore,False,breathingExercise,irwin,300.0
closedApp,1751984266.828193,,whastapp,Asia/Singapore,False,,,
openedApp,1751984283.928029,6.0,whastapp,Asia/Singapore,False,breathingExercise,groggy,300.0
closedApp,1751984376.399879,,whastapp,Asia/Singapore,False,,,
closedApp,1751984860.616523,,whastapp,Asia/Singapore,False,,,
closedApp,1751985280.864985,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752015625.7688498,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752019965.906126,6.0,outlook,Asia/Singapore,False,breathingExercise,oof,
closedApp,1752020004.879796,,outlook,Asia/Singapore,False,,,
openedApp,1752020025.473444,6.0,whastapp,Asia/Singapore,False,breathingExercise,updates,300.0
closedApp,1752020350.088773,,outlook,Asia/Singapore,False,,,
closedApp,1752020119.457878,,whastapp,Asia/Singapore,False,,,
openedApp,1752020728.706053,6.0,outlook,Asia/Singapore,False,breathingExercise,cal,
dismissedAppOpening,1752020984.1629782,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752023085.049374,6.0,whastapp,Asia/Singapore,False,breathingExercise, shortlist,300.0
closedApp,1752023185.7335,,whastapp,Asia/Singapore,False,,,
closedApp,1752023669.681895,,whastapp,Asia/Singapore,False,,,
openedApp,1752024135.903404,6.0,whastapp,Asia/Singapore,False,breathingExercise,suzanne,180.0
closedApp,1752024320.480217,,whastapp,Asia/Singapore,False,,,
openedApp,1752024337.2458239,6.0,whastapp,Asia/Singapore,True,breathingExercise,gg,300.0
closedApp,1752024503.268945,,whastapp,Asia/Singapore,False,,,
closedApp,1752024606.590564,,whastapp,Asia/Singapore,False,,,
closedApp,1752024770.00183,,whastapp,Asia/Singapore,False,,,
closedApp,1752031914.69156,,whastapp,Asia/Singapore,False,,,
closedApp,1752031997.1907701,,whastapp,Asia/Singapore,False,,,
closedApp,1752032175.1599898,,whastapp,Asia/Singapore,False,,,
closedApp,1752032921.552269,,whastapp,Asia/Singapore,False,,,
openedApp,1752033151.6788979,6.0,whastapp,Asia/Singapore,False,breathingExercise,ethan,300.0
closedApp,1752033203.5343962,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752035136.212064,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752040346.413568,6.0,whastapp,Asia/Singapore,False,breathingExercise,sfa,300.0
closedApp,1752040376.631741,,whastapp,Asia/Singapore,False,,,
closedApp,1752043038.662589,,whastapp,Asia/Singapore,False,,,
openedApp,1752043056.544434,6.0,whastapp,Asia/Singapore,True,breathingExercise,gf,300.0
closedApp,1752043092.945372,,whastapp,Asia/Singapore,False,,,
closedApp,1752044224.8790689,,whastapp,Asia/Singapore,False,,,
closedApp,1752044536.5040221,,whastapp,Asia/Singapore,False,,,
openedApp,1752049913.6772242,6.0,whastapp,Asia/Singapore,False,breathingExercise,xm,300.0
closedApp,1752050014.693727,,whastapp,Asia/Singapore,False,,,
closedApp,1752050238.394773,,whastapp,Asia/Singapore,False,,,
openedApp,1752050254.826122,6.0,whastapp,Asia/Singapore,True,breathingExercise,martin,60.0
dismissedAppOpening,1752051506.540931,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752051531.442832,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752051581.885963,6.0,whastapp,Asia/Singapore,False,breathingExercise,sfa,300.0
closedApp,1752051612.212376,,whastapp,Asia/Singapore,False,,,
closedApp,1752052779.665907,,whastapp,Asia/Singapore,False,,,
openedApp,1752055962.392859,6.0,whastapp,Asia/Singapore,False,breathingExercise,ggggg,180.0
closedApp,1752056004.6759381,,whastapp,Asia/Singapore,False,,,
closedApp,1752056026.167244,,whastapp,Asia/Singapore,False,,,
openedApp,1752057640.487266,6.0,whastapp,Asia/Singapore,False,breathingExercise,yawn,60.0
openedApp,1752060580.2462811,6.0,whastapp,Asia/Singapore,False,breathingExercise,check only,120.0
closedApp,1752060601.8258,,whastapp,Asia/Singapore,False,,,
openedApp,1752060669.957456,6.0,outlook,Asia/Singapore,False,breathingExercise,kisoo,
dismissedAppOpening,1752061712.957631,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
closedApp,1752060716.729883,,outlook,Asia/Singapore,False,,,
openedApp,1752063689.2325659,6.0,outlook,Asia/Singapore,False,breathingExercise,wini,
closedApp,1752063706.254144,,outlook,Asia/Singapore,False,,,
openedApp,1752064097.713825,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,danlin,
closedApp,1752064119.285822,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1752064161.016017,6.0,instagram,Asia/Singapore,False,breathingExercise,check,
openedApp,1752064422.281807,6.0,instagram,Asia/Singapore,False,breathingExercise,climb,
openedApp,1752070791.366791,6.0,whastapp,Asia/Singapore,False,breathingExercise,toy,180.0
closedApp,1752070866.7981791,,whastapp,Asia/Singapore,False,,,
closedApp,1752071175.0491009,,whastapp,Asia/Singapore,False,,,
closedApp,1752071340.382313,,whastapp,Asia/Singapore,False,,,
openedApp,1752071599.849638,6.0,outlook,Asia/Singapore,False,breathingExercise,Wini,
openedApp,1752072090.41834,6.0,whastapp,Asia/Singapore,False,breathingExercise,ren,180.0
closedApp,1752072133.673034,,whastapp,Asia/Singapore,False,,,
closedApp,1752072177.6142778,,whastapp,Asia/Singapore,False,,,
closedApp,1752072368.206697,,whastapp,Asia/Singapore,False,,,
openedApp,1752102948.438243,6.0,whastapp,Asia/Singapore,False,breathingExercise, interesting,300.0
dismissedAppOpening,1752103026.12295,6.0,outlook,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752106007.275229,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752106032.026009,6.0,whastapp,Asia/Singapore,False,breathingExercise,letter,300.0
closedApp,1752106339.9437919,,whastapp,Asia/Singapore,False,,,
openedApp,1752106364.248273,6.0,whastapp,Asia/Singapore,True,breathingExercise,letter,300.0
closedApp,1752106382.5613198,,whastapp,Asia/Singapore,False,,,
closedApp,1752106816.001614,,whastapp,Asia/Singapore,False,,,
closedApp,1752106839.212343,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752107140.428745,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752107329.706921,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752107491.780453,6.0,whastapp,Asia/Singapore,False,breathingExercise,letter,300.0
closedApp,1752107543.019408,,whastapp,Asia/Singapore,False,,,
closedApp,1752107736.56422,,whastapp,Asia/Singapore,False,,,
closedApp,1752107741.28867,,whastapp,Asia/Singapore,False,,,
closedApp,1752107804.208294,,whastapp,Asia/Singapore,False,,,
openedApp,1752107819.963553,6.0,whastapp,Asia/Singapore,True,breathingExercise,3,300.0
closedApp,1752107872.4057279,,whastapp,Asia/Singapore,False,,,
closedApp,1752107978.561421,,whastapp,Asia/Singapore,False,,,
closedApp,1752108059.57499,,whastapp,Asia/Singapore,False,,,
closedApp,1752108102.4228082,,whastapp,Asia/Singapore,False,,,
closedApp,1752108418.495963,,whastapp,Asia/Singapore,False,,,
closedApp,1752108731.9787579,,whastapp,Asia/Singapore,False,,,
closedApp,1752108924.55506,,whastapp,Asia/Singapore,False,,,
openedApp,1752108941.627283,6.0,whastapp,Asia/Singapore,True,breathingExercise,sd,180.0
closedApp,1752109126.619766,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752109135.004651,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752109148.311399,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752115186.439622,6.0,whastapp,Asia/Singapore,False,breathingExercise,letter,300.0
closedApp,1752115383.560863,,whastapp,Asia/Singapore,False,,,
openedApp,1752115635.483901,6.0,whastapp,Asia/Singapore,False,breathingExercise,3.6,300.0
closedApp,1752115859.136785,,whastapp,Asia/Singapore,False,,,
openedApp,1752116073.468919,6.0,whastapp,Asia/Singapore,False,breathingExercise,3,180.0
closedApp,1752116110.0402288,,whastapp,Asia/Singapore,False,,,
closedApp,1752117336.6555672,,whastapp,Asia/Singapore,False,,,
openedApp,1752117358.641457,6.0,whastapp,Asia/Singapore,True,breathingExercise,sal,300.0
closedApp,1752117395.47014,,whastapp,Asia/Singapore,False,,,
closedApp,1752117510.948808,,whastapp,Asia/Singapore,False,,,
closedApp,1752117615.309989,,whastapp,Asia/Singapore,False,,,
closedApp,1752117806.883154,,whastapp,Asia/Singapore,False,,,
closedApp,1752118008.210609,,whastapp,Asia/Singapore,False,,,
openedApp,1752118407.810032,6.0,whastapp,Asia/Singapore,False,breathingExercise,ndbjw,300.0
closedApp,1752118713.473658,,whastapp,Asia/Singapore,False,,,
openedApp,1752118730.6314921,6.0,whastapp,Asia/Singapore,True,breathingExercise,agenda,300.0
closedApp,1752118846.2833362,,whastapp,Asia/Singapore,False,,,
closedApp,1752118856.025554,,whastapp,Asia/Singapore,False,,,
openedApp,1752119601.237848,6.0,whastapp,Asia/Singapore,False,breathingExercise,hungry,300.0
closedApp,1752120803.738677,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752121133.8039951,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1752127236.94061,6.0,whastapp,Asia/Singapore,False,breathingExercise,wf,300.0
closedApp,1752127293.9464002,,whastapp,Asia/Singapore,False,,,
openedApp,1752127310.663949,6.0,outlook,Asia/Singapore,False,breathingExercise,food,
closedApp,1752127345.656276,,outlook,Asia/Singapore,False,,,
openedApp,1752131040.0011091,6.0,whastapp,Asia/Singapore,False,breathingExercise,sal,300.0
closedApp,1752131070.380148,,whastapp,Asia/Singapore,False,,,
closedApp,1752131097.396385,,whastapp,Asia/Singapore,False,,,
openedApp,1752133090.351865,6.0,whastapp,Asia/Singapore,False,breathingExercise,jsjdb,300.0
closedApp,1752133106.7211242,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1752133745.66825,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752135949.460674,6.0,outlook,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1752137221.789565,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1752137413.7291489,6.0,whastapp,Asia/Singapore,False,breathingExercise,pb,300.0
closedApp,1752137716.970787,,whastapp,Asia/Singapore,False,,,
openedApp,1752138287.7077808,6.0,whastapp,Asia/Singapore,False,breathingExercise,fgh,180.0
closedApp,1752138393.213173,,whastapp,Asia/Singapore,False,,,
closedApp,1752139668.311613,,whastapp,Asia/Singapore,False,,,
closedApp,1752139810.436465,,whastapp,Asia/Singapore,False,,,
openedApp,1752139956.327435,6.0,whastapp,Asia/Singapore,False,breathingExercise,fg,300.0
closedApp,1752139981.853678,,whastapp,Asia/Singapore,False,,,
openedApp,1752140810.584968,6.0,whastapp,Asia/Singapore,False,breathingExercise,gg,300.0
closedApp,1752140837.401033,,whastapp,Asia/Singapore,False,,,
closedApp,1752141006.6108298,,whastapp,Asia/Singapore,False,,,
openedApp,1752141658.594353,6.0,whastapp,Asia/Singapore,False,breathingExercise,jamdbv,300.0
closedApp,1752141714.181888,,whastapp,Asia/Singapore,False,,,
closedApp,1752141782.999751,,whastapp,Asia/Singapore,False,,,
closedApp,1752141966.641856,,whastapp,Asia/Singapore,False,,,
openedApp,1752141982.207736,6.0,whastapp,Asia/Singapore,True,breathingExercise,jajdb,300.0
closedApp,1752142283.9716,,whastapp,Asia/Singapore,False,,,
openedApp,1752142300.021127,6.0,whastapp,Asia/Singapore,True,breathingExercise,scam,300.0
closedApp,1752142458.239756,,whastapp,Asia/Singapore,False,,,
closedApp,1752142647.987331,,whastapp,Asia/Singapore,False,,,
closedApp,1752142704.266376,,whastapp,Asia/Singapore,False,,,
openedApp,1752142728.000824,6.0,whastapp,Asia/Singapore,True,breathingExercise,666,300.0
closedApp,1752142761.071419,,whastapp,Asia/Singapore,False,,,
closedApp,1752142850.100146,,whastapp,Asia/Singapore,False,,,
closedApp,1752142888.353273,,whastapp,Asia/Singapore,False,,,
closedApp,1752142994.0840049,,whastapp,Asia/Singapore,False,,,
openedApp,1752143252.796828,6.0,whastapp,Asia/Singapore,False,breathingExercise,666,300.0
closedApp,1752143271.196234,,whastapp,Asia/Singapore,False,,,
closedApp,1752143282.164403,,whastapp,Asia/Singapore,False,,,
