isReIntervention,timezone,timestamp,interventionType,app,resolution,interventionDuration,timeIntervalUntilReIntervention
False,Europe/Berlin,1752742366.2119641,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1752742491.752308,,instagram,closedApp,,
False,Europe/Berlin,1752744653.861651,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752744671.442352,,instagram,closedApp,,
False,Europe/Berlin,1752744857.4036279,,instagram,closedApp,,
False,Europe/Berlin,1752749352.390922,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752751790.0216851,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752751811.107696,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752751873.29493,,youtube,closedApp,,
False,Europe/Berlin,1752751958.420703,,youtube,closedApp,,
False,Europe/Berlin,1752752205.77815,,youtube,closedApp,,
False,Europe/Berlin,1752752784.44659,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1752752896.964089,,instagram,closedApp,,
False,Europe/Berlin,1752753063.0026321,,instagram,closedApp,,
False,Europe/Berlin,1752762612.65605,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752762729.3164902,,instagram,closedApp,,
False,Europe/Berlin,1752762813.406838,,instagram,closedApp,,
False,Europe/Berlin,1752763012.458827,,instagram,closedApp,,
False,Europe/Berlin,1752763015.597924,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752763031.942097,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1752763057.0473452,,instagram,closedApp,,
False,Europe/Berlin,1752768572.663655,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752771239.755721,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752771467.207047,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752771454.270251,,instagram,closedApp,,
False,Europe/Berlin,1752771548.930276,,instagram,closedApp,,
False,Europe/Berlin,1752771766.339607,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752777913.898396,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752777997.105649,,instagram,closedApp,,
False,Europe/Berlin,1752781542.063006,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752781751.590959,,instagram,closedApp,,
False,Europe/Berlin,1752781963.054724,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752783303.275958,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752819604.430572,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752819670.712531,,instagram,closedApp,,
False,Europe/Berlin,1752819794.4808478,,instagram,closedApp,,
False,Europe/Berlin,1752819847.4036798,,instagram,closedApp,,
True,Europe/Berlin,1752819952.427246,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752819942.960863,,instagram,closedApp,,
False,Europe/Berlin,1752820136.1764379,,instagram,closedApp,,
False,Europe/Berlin,1752823062.063246,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752823079.219544,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752823209.268012,,instagram,closedApp,,
False,Europe/Berlin,1752823441.643416,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752823583.500321,,instagram,closedApp,,
True,Europe/Berlin,1752823676.339102,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752823662.9816031,,instagram,closedApp,,
False,Europe/Berlin,1752823710.3469748,,instagram,closedApp,,
False,Europe/Berlin,1752834864.118382,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752835104.0164518,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752834918.46869,,instagram,closedApp,,
False,Europe/Berlin,1752848763.676499,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752848889.818708,,instagram,closedApp,,
False,Europe/Berlin,1752848894.783809,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752850046.570592,breathingExercise,instagram,openedApp,6.0,120.0
True,Europe/Berlin,1752850187.960775,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752850173.2759361,,instagram,closedApp,,
False,Europe/Berlin,1752850207.805996,,instagram,closedApp,,
False,Europe/Berlin,1752851768.445105,,instagram,closedApp,,
False,Europe/Berlin,1752851787.998352,,instagram,closedApp,,
False,Europe/Berlin,1752857752.489956,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752857776.441659,,tikTok,closedApp,,
False,Europe/Berlin,1752857860.3987842,,tikTok,closedApp,,
False,Europe/Berlin,1752859602.386866,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752859802.346782,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752859788.6424809,,instagram,closedApp,,
False,Europe/Berlin,1752859923.851533,,instagram,closedApp,,
False,Europe/Berlin,1752859936.1066542,,instagram,closedApp,,
False,Europe/Berlin,1752870240.9651098,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752870441.921251,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752870430.207306,,instagram,closedApp,,
True,Europe/Berlin,1752870648.05288,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752870632.781332,,instagram,closedApp,,
True,Europe/Berlin,1752870846.75702,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752870834.255543,,instagram,closedApp,,
True,Europe/Berlin,1752871049.008971,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752871035.949676,,instagram,closedApp,,
True,Europe/Berlin,1752871249.809813,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752871237.1401582,,instagram,closedApp,,
False,Europe/Berlin,1752871439.967881,,instagram,closedApp,,
False,Europe/Berlin,1752904658.9498448,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752904861.148309,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752904847.268168,,instagram,closedApp,,
True,Europe/Berlin,1752905003.7048469,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752904990.076847,,instagram,closedApp,,
True,Europe/Berlin,1752905193.317682,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752905192.709406,,instagram,closedApp,,
False,Europe/Berlin,1752905935.09304,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752906627.7878299,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1752906835.924111,,tikTok,closedApp,,
False,Europe/Berlin,1752907828.6917849,,tikTok,closedApp,,
True,Europe/Berlin,1752907843.03076,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752907891.7503,,tikTok,closedApp,,
False,Europe/Berlin,1752908040.8569021,,tikTok,closedApp,,
True,Europe/Berlin,1752908078.6111941,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752908189.253584,,tikTok,closedApp,,
False,Europe/Berlin,1752908687.299687,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752908804.962714,,instagram,closedApp,,
False,Europe/Berlin,1752908910.882598,,instagram,closedApp,,
False,Europe/Berlin,1752921942.605887,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752922161.1155949,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1752922184.298983,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1752922342.213793,,youtube,closedApp,,
False,Europe/Berlin,1752925774.400653,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752925945.652643,,instagram,closedApp,,
False,Europe/Berlin,1752925984.245511,,instagram,closedApp,,
False,Europe/Berlin,1752933557.462384,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752933760.464344,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752933746.7939382,,instagram,closedApp,,
False,Europe/Berlin,1752933947.239159,,instagram,closedApp,,
False,Europe/Berlin,1752937014.558281,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1752937075.979244,,tikTok,closedApp,,
False,Europe/Berlin,1752937313.8064818,,tikTok,closedApp,,
False,Europe/Berlin,1752941730.9267259,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1752941764.984655,,tikTok,closedApp,,
False,Europe/Berlin,1752958345.8218908,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1752958479.231925,,instagram,closedApp,,
True,Europe/Berlin,1752958621.395899,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1752958609.090042,,instagram,closedApp,,
False,Europe/Berlin,1752958652.45427,,instagram,closedApp,,
False,Europe/Berlin,1752960768.437562,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752960853.688365,,instagram,closedApp,,
False,Europe/Berlin,1752999704.627229,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1752999903.060251,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1752999890.478251,,instagram,closedApp,,
True,Europe/Berlin,1753000099.592062,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753000086.9487228,,instagram,closedApp,,
True,Europe/Berlin,1753000361.2690392,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753000347.290318,,instagram,closedApp,,
False,Europe/Berlin,1753000441.8787851,,instagram,closedApp,,
False,Europe/Berlin,1753002777.147986,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753002825.99896,,instagram,closedApp,,
False,Europe/Berlin,1753004715.459638,,instagram,closedApp,,
False,Europe/Berlin,1753015627.224598,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753015701.4594111,,instagram,closedApp,,
False,Europe/Berlin,1753015713.7505589,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753015834.951237,,youtube,closedApp,,
False,Europe/Berlin,1753022726.965605,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753022816.2593188,,instagram,closedApp,,
False,Europe/Berlin,1753022924.916132,,instagram,closedApp,,
False,Europe/Berlin,1753027296.599831,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753027424.398413,,instagram,closedApp,,
False,Europe/Berlin,1753028758.608356,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753028762.156775,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753028815.8040829,,instagram,closedApp,,
False,Europe/Berlin,1753031907.343161,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753031945.915343,,instagram,closedApp,,
False,Europe/Berlin,1753032147.283886,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753042307.77858,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753042507.6571112,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753042494.8383179,,instagram,closedApp,,
False,Europe/Berlin,1753042602.862117,,instagram,closedApp,,
False,Europe/Berlin,1753088057.1343489,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753088215.529718,,instagram,closedApp,,
False,Europe/Berlin,1753088554.1065478,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753093224.885069,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753093277.978261,,instagram,closedApp,,
False,Europe/Berlin,1753096618.0997748,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753096637.6710749,,instagram,closedApp,,
False,Europe/Berlin,1753097529.8172889,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753097731.1446772,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753097718.8486528,,instagram,closedApp,,
False,Europe/Berlin,1753097979.003601,,instagram,closedApp,,
False,Europe/Berlin,1753103296.994124,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753103310.8504128,,instagram,closedApp,,
False,Europe/Berlin,1753103448.232655,,instagram,closedApp,,
False,Europe/Berlin,1753116559.814749,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753116960.0496159,,youtube,closedApp,,
False,Europe/Berlin,1753117036.737071,,youtube,closedApp,,
False,Europe/Berlin,1753128142.612701,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753128284.9909549,,instagram,closedApp,,
False,Europe/Berlin,1753162247.926851,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753162300.532023,,instagram,closedApp,,
False,Europe/Berlin,1753162989.500173,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753163237.566019,,instagram,closedApp,,
False,Europe/Berlin,1753167902.351682,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753168100.854517,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753168089.121747,,instagram,closedApp,,
True,Europe/Berlin,1753168302.812282,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753168290.8495789,,instagram,closedApp,,
True,Europe/Berlin,1753168506.608875,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753168491.25219,,instagram,closedApp,,
True,Europe/Berlin,1753168707.940505,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753168693.833431,,instagram,closedApp,,
False,Europe/Berlin,1753168722.366097,,instagram,closedApp,,
False,Europe/Berlin,1753171118.6879768,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753171210.010717,,instagram,closedApp,,
False,Europe/Berlin,1753171384.547169,,instagram,closedApp,,
False,Europe/Berlin,1753171403.567342,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753171481.847142,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753172972.21433,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753194340.704236,,instagram,closedApp,,
False,Europe/Berlin,1753172999.7742472,,tikTok,closedApp,,
False,Europe/Berlin,1753173157.356106,,tikTok,closedApp,,
False,Europe/Berlin,1753173280.978558,,tikTok,closedApp,,
False,Europe/Berlin,1753173394.622724,,tikTok,closedApp,,
False,Europe/Berlin,1753194350.493857,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753194373.921535,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753201678.419136,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753201947.298077,,instagram,closedApp,,
False,Europe/Berlin,1753213484.148515,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753213640.1537318,,instagram,closedApp,,
False,Europe/Berlin,1753214411.0112882,,instagram,closedApp,,
False,Europe/Berlin,1753214414.751502,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753252201.6643171,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753252401.69754,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753252388.353719,,instagram,closedApp,,
False,Europe/Berlin,1753252588.870819,,instagram,closedApp,,
False,Europe/Berlin,1753253261.454575,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753253470.629404,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753253458.823413,,instagram,closedApp,,
False,Europe/Berlin,1753253611.3607721,,instagram,closedApp,,
False,Europe/Berlin,1753253635.965396,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753253661.550705,,youtube,closedApp,,
False,Europe/Berlin,1753253717.436707,,youtube,closedApp,,
False,Europe/Berlin,1753257602.282021,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753257809.879004,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753257789.6458511,,instagram,closedApp,,
True,Europe/Berlin,1753258011.145354,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753257996.281468,,instagram,closedApp,,
False,Europe/Berlin,1753258085.098967,,instagram,closedApp,,
False,Europe/Berlin,1753261611.508158,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753261647.538105,,instagram,closedApp,,
False,Europe/Berlin,1753268779.977178,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753268814.692194,,instagram,closedApp,,
True,Europe/Berlin,1753268967.1152148,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753268955.905204,,instagram,closedApp,,
False,Europe/Berlin,1753268992.269258,,instagram,closedApp,,
False,Europe/Berlin,1753276572.976317,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753276681.9021049,,instagram,closedApp,,
False,Europe/Berlin,1753277049.7815552,,instagram,closedApp,,
False,Europe/Berlin,1753278207.127959,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753278286.6790109,,instagram,closedApp,,
False,Europe/Berlin,1753278550.568524,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753279095.842241,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753279122.781028,,instagram,closedApp,,
True,Europe/Berlin,1753279344.823034,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753279331.260109,,instagram,closedApp,,
False,Europe/Berlin,1753279492.447136,,instagram,closedApp,,
False,Europe/Berlin,1753283020.256095,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753283036.244132,,instagram,closedApp,,
False,Europe/Berlin,1753290012.6211019,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753290179.747304,,instagram,closedApp,,
False,Europe/Berlin,1753291116.3492799,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753291129.397774,,youtube,closedApp,,
False,Europe/Berlin,1753294192.708251,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753294392.4551601,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753294379.416545,,instagram,closedApp,,
True,Europe/Berlin,1753294594.6501188,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753294582.546544,,instagram,closedApp,,
False,Europe/Berlin,1753294763.727807,,instagram,closedApp,,
False,Europe/Berlin,1753300704.312007,breathingExercise,instagram,openedApp,6.0,240.0
True,Europe/Berlin,1753300967.9585261,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753300955.561662,,instagram,closedApp,,
False,Europe/Berlin,1753301037.8361468,,instagram,closedApp,,
True,Europe/Berlin,1753301232.899236,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753301219.849183,,instagram,closedApp,,
True,Europe/Berlin,1753301494.449266,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753301482.922631,,instagram,closedApp,,
False,Europe/Berlin,1753301724.477567,,instagram,closedApp,,
True,Europe/Berlin,1753301865.504786,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753301853.662201,,instagram,closedApp,,
True,Europe/Berlin,1753302127.207934,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753302115.6635752,,instagram,closedApp,,
False,Europe/Berlin,1753302360.95788,,instagram,closedApp,,
False,Europe/Berlin,1753304545.609445,,instagram,closedApp,,
False,Europe/Berlin,1753339250.260711,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753339291.975525,breathingExercise,instagram,openedApp,6.0,120.0
True,Europe/Berlin,1753339525.9312382,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753339420.839113,,instagram,closedApp,,
False,Europe/Berlin,1753339591.4264622,,instagram,closedApp,,
False,Europe/Berlin,1753339661.870168,,instagram,closedApp,,
False,Europe/Berlin,1753342767.7555099,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753342812.851352,,instagram,closedApp,,
False,Europe/Berlin,1753343759.8343182,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753347397.991284,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753347569.533113,,instagram,closedApp,,
False,Europe/Berlin,1753347589.280194,,instagram,closedApp,,
False,Europe/Berlin,1753347681.155756,,instagram,closedApp,,
False,Europe/Berlin,1753351256.179051,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753351479.135652,,instagram,closedApp,,
False,Europe/Berlin,1753353924.650276,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753354660.7629719,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753354719.685927,,instagram,closedApp,,
False,Europe/Berlin,1753354738.1450748,,instagram,closedApp,,
False,Europe/Berlin,1753362397.1292071,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753362987.105542,,youtube,closedApp,,
False,Europe/Berlin,1753363134.049252,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753363388.4819999,,instagram,closedApp,,
False,Europe/Berlin,1753363394.908009,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753363499.029093,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753363717.519757,,tikTok,closedApp,,
False,Europe/Berlin,1753363826.59724,,tikTok,closedApp,,
True,Europe/Berlin,1753363839.809241,breathingExercise,tikTok,openedApp,6.0,240.0
True,Europe/Berlin,1753364098.8436089,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753364085.803475,,tikTok,closedApp,,
False,Europe/Berlin,1753364294.054537,,tikTok,closedApp,,
False,Europe/Berlin,1753367669.763946,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753367856.786569,,instagram,closedApp,,
False,Europe/Berlin,1753367883.578381,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753367929.66331,,instagram,closedApp,,
False,Europe/Berlin,1753368167.189705,,instagram,closedApp,,
False,Europe/Berlin,1753368367.233877,,instagram,closedApp,,
False,Europe/Berlin,1753368423.891961,,instagram,closedApp,,
False,Europe/Berlin,1753368461.8935452,,instagram,closedApp,,
False,Europe/Berlin,1753368669.752557,,instagram,closedApp,,
False,Europe/Berlin,1753368912.916584,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753377910.945435,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753377980.4405432,,instagram,closedApp,,
False,Europe/Berlin,1753379118.570094,breathingExercise,instagram,openedApp,6.0,60.0
False,Europe/Berlin,1753379146.959578,,instagram,closedApp,,
False,Europe/Berlin,1753394557.051081,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753394681.759787,,tikTok,closedApp,,
False,Europe/Berlin,1753394955.9741092,,tikTok,closedApp,,
True,Europe/Berlin,1753394969.107851,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753395053.15205,,tikTok,closedApp,,
False,Europe/Berlin,1753395068.0003061,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1753395086.062995,,instagram,closedApp,,
False,Europe/Berlin,1753395197.7378612,,tikTok,closedApp,,
False,Europe/Berlin,1753395271.412461,,tikTok,closedApp,,
True,Europe/Berlin,1753395284.401314,breathingExercise,tikTok,openedApp,6.0,240.0
True,Europe/Berlin,1753395546.5417151,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753395533.528685,,tikTok,closedApp,,
True,Europe/Berlin,1753395808.007302,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753395793.980277,,tikTok,closedApp,,
False,Europe/Berlin,1753395910.9814281,,tikTok,closedApp,,
False,Europe/Berlin,1753395993.461893,,tikTok,closedApp,,
False,Europe/Berlin,1753432096.504764,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753432290.250341,,instagram,closedApp,,
False,Europe/Berlin,1753433339.34755,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753433542.5736861,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753433529.1500812,,instagram,closedApp,,
True,Europe/Berlin,1753433804.2643862,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753433790.531389,,instagram,closedApp,,
True,Europe/Berlin,1753434001.3738642,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753433993.3732429,,instagram,closedApp,,
False,Europe/Berlin,1753434662.83327,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753434705.116273,,tikTok,closedApp,,
True,Europe/Berlin,1753434873.866846,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753434860.02183,,tikTok,closedApp,,
False,Europe/Berlin,1753435052.330363,,tikTok,closedApp,,
False,Europe/Berlin,1753435111.800142,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753435300.831603,,instagram,closedApp,,
False,Europe/Berlin,1753437848.456802,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753438041.9996738,,instagram,closedApp,,
False,Europe/Berlin,1753438114.169462,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753438407.962319,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753438656.863216,,tikTok,closedApp,,
False,Europe/Berlin,1753438676.097365,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753438796.150741,,tikTok,closedApp,,
False,Europe/Berlin,1753438868.666326,,tikTok,closedApp,,
False,Europe/Berlin,1753438884.2064152,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753438978.138227,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753439081.271534,,tikTok,closedApp,,
True,Europe/Berlin,1753439250.336474,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753439237.395061,,tikTok,closedApp,,
True,Europe/Berlin,1753439503.781663,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753439502.580378,,tikTok,closedApp,,
False,Europe/Berlin,1753439522.775772,,tikTok,closedApp,,
False,Europe/Berlin,1753439523.854238,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753439599.434455,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753439802.194967,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753439789.541333,,instagram,closedApp,,
True,Europe/Berlin,1753440063.796066,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753440050.636224,,instagram,closedApp,,
True,Europe/Berlin,1753440324.962307,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753440312.74265,,instagram,closedApp,,
False,Europe/Berlin,1753440550.706294,,instagram,closedApp,,
False,Europe/Berlin,1753454782.698175,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1753455033.6096869,,instagram,closedApp,,
False,Europe/Berlin,1753455629.997707,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753455663.8634229,,youtube,closedApp,,
False,Europe/Berlin,1753455721.4927502,,youtube,closedApp,,
False,Europe/Berlin,1753458146.600811,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753458397.7445378,,instagram,closedApp,,
