resolution,timezone,app,isReIntervention,interventionDuration,timestamp,interventionType,purpose,timeIntervalUntilReIntervention
openedApp,Europe/Vilnius,telegram,False,6.0,1751978171.855025,breathingExercise,Развлечься,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1751978184.4239259,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1751978387.053374,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1751978413.394556,,,
closedApp,Europe/Vilnius,instagram,False,,1751978485.131888,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1751979189.62154,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1751979588.4328,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1751979632.819686,,,
closedApp,Europe/Vilnius,telegram,False,,1751979679.485938,,,
closedApp,Europe/Vilnius,telegram,False,,1751979765.298623,,,
closedApp,Europe/Vilnius,telegram,False,,1751979924.4097528,,,
closedApp,Europe/Vilnius,telegram,False,,1751980060.194974,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1751980193.577849,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1751984608.8366961,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,telegram,False,6.0,1751987157.9122062,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1751987178.169055,,,
closedApp,Europe/Vilnius,telegram,False,,1751987194.985662,,,
closedApp,Europe/Vilnius,telegram,False,,1751987757.9393802,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1751994930.830373,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1751996839.152895,breathingExercise,,
openedApp,Europe/Vilnius,threads,False,6.0,1751996907.0834842,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1751997176.57121,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1751997251.145509,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1751997267.162678,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752001119.6770492,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752001168.171393,,,
closedApp,Europe/Vilnius,telegram,False,,1752001589.3816571,,,
closedApp,Europe/Vilnius,telegram,False,,1752001868.3346782,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752005202.540556,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1752005239.533104,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752005241.40908,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752009250.8534632,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,tikTok,False,6.0,1752009269.825644,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752009455.639585,,,
closedApp,Europe/Vilnius,tikTok,False,,1752009789.550901,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752009856.931762,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1752009875.0102959,,,
closedApp,Europe/Vilnius,instagram,False,,1752009932.982884,,,
closedApp,Europe/Vilnius,instagram,False,,1752010035.577544,,,
closedApp,Europe/Vilnius,instagram,False,,1752010315.494467,,,
closedApp,Europe/Vilnius,instagram,False,,1752010337.4499469,,,
closedApp,Europe/Vilnius,instagram,False,,1752010413.844736,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752010427.5546942,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,instagram,False,,1752010590.529959,,,
closedApp,Europe/Vilnius,telegram,False,,1752010441.334569,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752010596.888262,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752010615.9356961,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752011223.6496239,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752011350.2577748,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1752011375.7779999,,,
closedApp,Europe/Vilnius,instagram,False,,1752011460.312304,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752011478.27883,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752012171.849273,,,
openedApp,Europe/Vilnius,threads,False,6.0,1752012187.372157,breathingExercise,Проверять лайки,
closedApp,Europe/Vilnius,threads,False,,1752013571.785043,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1752036911.7445412,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752036986.454165,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1752037100.948824,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752037123.497319,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752037480.962759,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752039545.473652,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752039670.103714,,,
closedApp,Europe/Vilnius,tikTok,False,,1752039686.211533,,,
closedApp,Europe/Vilnius,tikTok,False,,1752039777.339747,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752039801.838037,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,instagram,False,,1752039925.331533,,,
closedApp,Europe/Vilnius,tikTok,False,,1752040104.9989939,,,
closedApp,Europe/Vilnius,tikTok,False,,1752040159.672803,,,
closedApp,Europe/Vilnius,tikTok,False,,1752040429.083947,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752040523.186266,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752040539.307125,,,
closedApp,Europe/Vilnius,telegram,False,,1752040566.106036,,,
closedApp,Europe/Vilnius,telegram,False,,1752040577.671509,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752040847.6014051,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752040879.608694,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752041467.405225,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1752041485.672476,,,
closedApp,Europe/Vilnius,telegram,False,,1752041539.7612019,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752041894.374538,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752041979.877164,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752042001.23084,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752042214.873435,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752042228.292475,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,tikTok,False,,1752042504.268481,,,
closedApp,Europe/Vilnius,tikTok,False,,1752042652.775703,,,
closedApp,Europe/Vilnius,telegram,False,,1752042258.338653,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752042655.8322759,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1752042831.4359179,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752042847.027866,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752043452.193923,,,
closedApp,Europe/Vilnius,tikTok,False,,1752044321.6281729,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1752044531.208807,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752044578.695873,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752045013.8567781,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752048718.055393,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752048746.481186,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1752048784.5517569,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752048809.664709,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752048955.4165668,breathingExercise,Развлечься,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752049944.850264,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1752049073.213969,,,
closedApp,Europe/Vilnius,telegram,False,,1752049223.165153,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752051595.46558,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752051775.6698608,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752055474.086876,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752055505.234912,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752060071.948122,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752060090.777978,,,
closedApp,Europe/Vilnius,telegram,False,,1752060289.325825,,,
closedApp,Europe/Vilnius,telegram,False,,1752060317.5530782,,,
closedApp,Europe/Vilnius,telegram,False,,1752060426.820835,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752060510.1936212,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,tikTok,False,6.0,1752060609.423032,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1752060575.142664,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752060905.883636,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752061165.582691,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752061180.16192,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752061523.3875651,,,
openedApp,Europe/Vilnius,threads,False,6.0,1752062153.309568,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1752062498.8279681,,,
closedApp,Europe/Vilnius,threads,False,,1752062650.6761131,,,
closedApp,Europe/Vilnius,threads,False,,1752062988.240778,,,
closedApp,Europe/Vilnius,threads,False,,1752063055.261621,,,
closedApp,Europe/Vilnius,threads,False,,1752063324.42028,,,
dismissedAppOpening,Europe/Vilnius,threads,False,6.0,1752063558.08279,breathingExercise,,
openedApp,Europe/Vilnius,threads,False,6.0,1752063582.0845299,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1752063610.3300009,,,
closedApp,Europe/Vilnius,threads,False,,1752063665.6241941,,,
openedApp,Europe/Vilnius,threads,False,6.0,1752063877.919997,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1752064131.44562,,,
dismissedAppOpening,Europe/Vilnius,threads,False,6.0,1752064434.505409,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752064452.220502,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752064686.711471,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752065600.515826,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752066265.192929,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752066423.92223,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752066443.776804,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752067060.004685,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752067082.637825,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752067293.6839828,,,
closedApp,Europe/Vilnius,tikTok,False,,1752067436.802319,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752067450.01176,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752067732.995243,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752068918.154572,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752069525.867289,,,
closedApp,Europe/Vilnius,telegram,False,,1752078024.5338311,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752082260.684764,breathingExercise,Развлечься,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752082668.705196,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752084736.6051002,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1752082907.416055,,,
closedApp,Europe/Vilnius,tikTok,False,,1752082977.567672,,,
closedApp,Europe/Vilnius,tikTok,False,,1752084606.106306,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752084824.856163,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1752084843.183867,,,
closedApp,Europe/Vilnius,telegram,False,,1752084923.0590549,,,
openedApp,Europe/Vilnius,instagram,False,6.0,1752087187.635503,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,instagram,False,,1752087201.785186,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752087224.051332,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752087686.542148,,,
closedApp,Europe/Vilnius,tikTok,False,,1752087748.0624142,,,
closedApp,Europe/Vilnius,tikTok,False,,1752087929.022279,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752087943.372026,breathingExercise,В туалете,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752088251.842341,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752088901.521003,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752089128.755494,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752089386.476012,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752089404.732418,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1752090027.005299,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752090014.053804,,,
closedApp,Europe/Vilnius,tikTok,False,,1752090454.28614,,,
closedApp,Europe/Vilnius,tikTok,False,,1752091135.204956,,,
closedApp,Europe/Vilnius,tikTok,False,,1752091303.4662108,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752091360.487947,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752092333.841051,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752092381.428518,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752092403.641118,,,
closedApp,Europe/Vilnius,tikTok,False,,1752092607.026381,,,
closedApp,Europe/Vilnius,tikTok,False,,1752093368.266151,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752093438.229501,breathingExercise,Проверять лайки,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1752095590.006145,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1752096204.950732,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752096811.264111,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1752093941.9815068,,,
closedApp,Europe/Vilnius,tikTok,False,,1752095575.021507,,,
closedApp,Europe/Vilnius,tikTok,False,,1752096190.812037,,,
closedApp,Europe/Vilnius,tikTok,False,,1752096808.2321072,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752096830.739859,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752096849.4768791,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752127018.893528,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752127182.078827,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752127203.676841,,,
closedApp,Europe/Vilnius,tikTok,False,,1752127478.583869,,,
closedApp,Europe/Vilnius,tikTok,False,,1752128009.531277,,,
dismissedAppOpening,Europe/Vilnius,threads,False,6.0,1752128018.871748,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752128076.8888779,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752128680.979645,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752128946.45264,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752129553.647575,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752129775.06147,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752130383.925681,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752130431.031376,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752133514.933769,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752133677.9391398,breathingExercise,Развлечься,600.0
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752134160.5996718,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1752134158.754747,,,
closedApp,Europe/Vilnius,tikTok,False,,1752134312.347286,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752134327.173544,breathingExercise,Проверять лайки,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752134416.3741698,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752134429.656163,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752134476.016784,,,
closedApp,Europe/Vilnius,tikTok,False,,1752134993.992732,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752135008.5073009,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752135022.090146,,,
closedApp,Europe/Vilnius,tikTok,False,,1752135069.6285481,,,
closedApp,Europe/Vilnius,tikTok,False,,1752135231.702956,,,
closedApp,Europe/Vilnius,tikTok,False,,1752136090.1706839,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752136104.088475,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1752136286.123389,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752138755.022842,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,6.0,1752140161.8127642,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,6.0,1752140271.760865,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752141262.663001,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752141721.849008,breathingExercise,Развлечься,
dismissedAppOpening,Europe/Vilnius,telegram,False,6.0,1752142143.161946,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1752141903.636098,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752142183.217379,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752142267.261308,,,
openedApp,Europe/Vilnius,telegram,False,6.0,1752142281.045852,breathingExercise,Проверять лайки,
closedApp,Europe/Vilnius,telegram,False,,1752142383.13721,,,
closedApp,Europe/Vilnius,telegram,False,,1752143124.120697,,,
openedApp,Europe/Vilnius,threads,False,6.0,1752143144.804566,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1752143789.55281,,,
closedApp,Europe/Vilnius,threads,False,,1752144028.769381,,,
closedApp,Europe/Vilnius,threads,False,,1752144188.253722,,,
openedApp,Europe/Vilnius,tikTok,False,6.0,1752144619.8350291,breathingExercise,Проверять лайки,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1752145264.831886,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752145251.5452209,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752145866.673253,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752146454.34657,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752146468.756825,breathingExercise,Развлечься,600.0
openedApp,Europe/Vilnius,tikTok,True,6.0,1752147073.923846,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752147058.9602919,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752147675.0589619,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752147662.757313,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752148279.257726,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752148266.253302,,,
openedApp,Europe/Vilnius,tikTok,True,6.0,1752148944.03771,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1752148931.991256,,,
