timeIntervalUntilReIntervention,interventionType,timezone,resolution,timestamp,interventionDuration,app,isReIntervention
,breathingExercise,America/Los_Angeles,openedApp,1752696041.6366038,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752696073.398775,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752696354.087259,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752696384.28608,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752696403.849437,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752696484.797585,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752699086.895658,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752699147.6224031,,facebook,False
,,America/Los_Angeles,closedApp,1752699215.798228,,facebook,False
,,America/Los_Angeles,closedApp,1752699459.354426,,facebook,False
,,America/Los_Angeles,closedApp,1752700293.936557,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752704934.980773,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752705087.56914,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752706422.1529489,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752706469.968035,,facebook,False
,,America/Los_Angeles,closedApp,1752706567.262302,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752707750.608772,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752707812.645603,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752713386.442037,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752714885.662898,,instagram,False
,,America/Los_Angeles,closedApp,1752714939.1446161,,instagram,False
,,America/Los_Angeles,closedApp,1752713449.503768,,facebook,False
,,America/Los_Angeles,closedApp,1752713536.743222,,facebook,False
,,America/Los_Angeles,closedApp,1752714262.973792,,facebook,False
,,America/Los_Angeles,closedApp,1752714786.118411,,facebook,False
,,America/Los_Angeles,closedApp,1752719970.4922519,,facebook,False
,,America/Los_Angeles,closedApp,1752720132.704011,,facebook,False
,,America/Los_Angeles,closedApp,1752720454.52452,,facebook,False
,,America/Los_Angeles,closedApp,1752727414.870641,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752749053.783705,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752749251.01478,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752749265.541421,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752749294.189066,,instagram,False
,,America/Los_Angeles,closedApp,1752749321.811195,,instagram,False
,,America/Los_Angeles,closedApp,1752749343.103286,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752758961.103483,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752759123.925909,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752759157.6503282,,facebook,False
,,America/Los_Angeles,closedApp,1752759282.969666,,facebook,False
,,America/Los_Angeles,closedApp,1752759462.4944801,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752763834.7885299,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752763849.378024,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752763879.66433,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752764186.875277,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752764317.479902,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752764367.216418,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752764370.2446542,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752764388.592915,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752765813.033139,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752765854.7536259,,facebook,False
,,America/Los_Angeles,closedApp,1752766018.02858,,facebook,False
,,America/Los_Angeles,closedApp,1752766194.780744,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752767114.5525432,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752767119.772273,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752768187.966024,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752768245.526857,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752768940.46721,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752768943.760505,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752775401.866884,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752775482.4663,,facebook,False
,,America/Los_Angeles,closedApp,1752775802.648569,,facebook,False
,,America/Los_Angeles,closedApp,1752775846.1946979,,facebook,False
,,America/Los_Angeles,closedApp,1752775996.310337,,facebook,False
,,America/Los_Angeles,closedApp,1752776068.832051,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752776856.271312,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752776899.072373,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752779269.620466,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752779470.379457,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752781556.3006558,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752781744.391587,,facebook,False
,,America/Los_Angeles,closedApp,1752781856.100144,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752782204.6865602,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752782333.391773,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752782383.106816,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752783080.128623,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752783115.74018,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752783414.2196732,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752783465.446859,,facebook,False
,,America/Los_Angeles,closedApp,1752783531.001532,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752790885.993476,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752790903.116265,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752790964.00354,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752791151.818489,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752791166.4228292,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752791203.842869,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752794726.910297,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752794802.001495,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752796859.776338,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752796881.216144,,facebook,False
,,America/Los_Angeles,closedApp,1752802281.59583,,facebook,False
,,America/Los_Angeles,closedApp,1752802361.867549,,facebook,False
,,America/Los_Angeles,closedApp,1752802442.468305,,facebook,False
,,America/Los_Angeles,closedApp,1752802703.266917,,facebook,False
,,America/Los_Angeles,closedApp,1752802871.088748,,facebook,False
,,America/Los_Angeles,closedApp,1752803395.740041,,facebook,False
,,America/Los_Angeles,closedApp,1752805660.545254,,facebook,False
,,America/Los_Angeles,closedApp,1752805944.401525,,facebook,False
,,America/Los_Angeles,closedApp,1752806907.282943,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752845316.564023,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752845400.807619,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752845415.0666342,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752845689.9639301,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752845820.5965328,,facebook,False
,,America/Los_Angeles,closedApp,1752845987.0293288,,facebook,False
,,America/Los_Angeles,closedApp,1752846115.427929,,facebook,False
,,America/Los_Angeles,closedApp,1752846628.696907,,facebook,False
,,America/Los_Angeles,closedApp,1752846830.871937,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752847344.897378,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752847651.397321,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752851205.369122,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752851254.462545,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752851446.8567948,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752854266.550514,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752854441.390026,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752861099.9541311,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752861171.652612,,facebook,False
,,America/Los_Angeles,closedApp,1752861292.6969829,,facebook,False
,,America/Los_Angeles,closedApp,1752861335.411353,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752879189.117959,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752879254.9010181,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752880240.2386742,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752880255.2704911,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752880298.655649,,facebook,False
,,America/Los_Angeles,closedApp,1752887781.480149,,facebook,False
,,America/Los_Angeles,closedApp,1752896871.281495,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752929538.163765,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752929589.202619,,facebook,False
,,America/Los_Angeles,closedApp,1752929679.0003672,,facebook,False
,,America/Los_Angeles,closedApp,1752929851.845862,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752929866.682191,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752929884.804127,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752930224.767638,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752930653.7623029,,facebook,False
,,America/Los_Angeles,closedApp,1752930778.171541,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752931046.985516,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752931293.177084,,facebook,False
,,America/Los_Angeles,closedApp,1752931361.848693,,facebook,False
,,America/Los_Angeles,closedApp,1752931421.001225,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752932971.352431,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752933041.658427,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1752933852.024049,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752934205.065661,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752935166.275392,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752935213.620441,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752935607.263811,6.0,instagram,False
,,America/Los_Angeles,closedApp,1752935645.4218721,,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1752936828.5826468,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752936876.864043,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752936898.502383,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1752938428.738329,6.0,facebook,False
,,America/Los_Angeles,closedApp,1752938685.7537088,,facebook,False
,,America/Los_Angeles,closedApp,1752961109.487793,,facebook,False
,,America/Los_Angeles,closedApp,1752961271.0483289,,facebook,False
,,America/Los_Angeles,closedApp,1752962329.968724,,facebook,False
,,America/Los_Angeles,closedApp,1752962543.162945,,facebook,False
,,America/Los_Angeles,closedApp,1752962747.023279,,facebook,False
,,America/Los_Angeles,closedApp,1752962985.559702,,facebook,False
,,America/Los_Angeles,closedApp,1752973849.000074,,facebook,False
,,America/Los_Angeles,closedApp,1752977981.472713,,facebook,False
,,America/Los_Angeles,closedApp,1752987094.552043,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753017521.042814,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753018128.613353,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753018836.0715709,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753018916.8110452,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753019204.85036,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753019247.336749,,facebook,False
,,America/Los_Angeles,closedApp,1753019368.2023702,,facebook,False
,,America/Los_Angeles,closedApp,1753019425.11232,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753019842.92389,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753019861.786152,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753020872.94812,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753020900.28091,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753021345.510747,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753021359.772109,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753021414.992021,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753021613.829042,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753021678.871295,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753021740.3192902,,facebook,False
,,America/Los_Angeles,closedApp,1753021897.873404,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753023619.390141,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753023659.328257,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753023681.065654,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753023958.0840259,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753023994.3304482,,facebook,False
,,America/Los_Angeles,closedApp,1753024375.059294,,facebook,False
,,America/Los_Angeles,closedApp,1753025242.1828852,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753025444.28248,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753025466.573269,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753030358.588829,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753030407.553605,,facebook,False
,,America/Los_Angeles,closedApp,1753030482.080378,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753031051.435583,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753031057.4354692,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753031060.7334418,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753031676.855599,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753031699.048914,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753032106.6744199,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753032160.688678,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753032182.493825,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753033545.630917,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753036589.967828,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753036609.5409322,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753036630.618221,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753042441.056915,,facebook,False
,,America/Los_Angeles,closedApp,1753042799.4368,,facebook,False
,,America/Los_Angeles,closedApp,1753044022.0868778,,facebook,False
,,America/Los_Angeles,closedApp,1753044112.143225,,facebook,False
,,America/Los_Angeles,closedApp,1753044686.2342649,,facebook,False
,,America/Los_Angeles,closedApp,1753044841.037603,,facebook,False
,,America/Los_Angeles,closedApp,1753045140.920675,,facebook,False
,,America/Los_Angeles,closedApp,1753045205.663947,,facebook,False
,,America/Los_Angeles,closedApp,1753048533.563632,,facebook,False
,,America/Los_Angeles,closedApp,1753048581.793147,,facebook,False
,,America/Los_Angeles,closedApp,1753048677.97035,,facebook,False
,,America/Los_Angeles,closedApp,1753048735.507698,,facebook,False
,,America/Los_Angeles,closedApp,1753049375.466469,,facebook,False
,,America/Los_Angeles,closedApp,1753059238.2827559,,facebook,False
,,America/Los_Angeles,closedApp,1753059974.649936,,facebook,False
,,America/Los_Angeles,closedApp,1753060120.238441,,facebook,False
,,America/Los_Angeles,closedApp,1753060217.325515,,facebook,False
,,America/Los_Angeles,closedApp,1753060347.306117,,facebook,False
,,America/Los_Angeles,closedApp,1753060505.6935492,,facebook,False
,,America/Los_Angeles,closedApp,1753061327.742834,,facebook,False
,,America/Los_Angeles,closedApp,1753062068.0846539,,facebook,False
,,America/Los_Angeles,closedApp,1753066193.748722,,facebook,False
,,America/Los_Angeles,closedApp,1753066498.721468,,facebook,False
,,America/Los_Angeles,closedApp,1753066860.512549,,facebook,False
,,America/Los_Angeles,closedApp,1753067945.030833,,facebook,False
,,America/Los_Angeles,closedApp,1753068204.677352,,facebook,False
,,America/Los_Angeles,closedApp,1753068300.4665198,,facebook,False
,,America/Los_Angeles,closedApp,1753069987.643486,,facebook,False
,,America/Los_Angeles,closedApp,1753070052.449007,,facebook,False
,,America/Los_Angeles,closedApp,1753071149.135229,,facebook,False
,,America/Los_Angeles,closedApp,1753071396.629261,,facebook,False
,,America/Los_Angeles,closedApp,1753071496.219106,,facebook,False
,,America/Los_Angeles,closedApp,1753071998.288594,,facebook,False
,,America/Los_Angeles,closedApp,1753077956.4428802,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753081539.2694678,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753081559.2436,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753086937.959638,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753109350.656704,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753109512.52009,,facebook,False
,,America/Los_Angeles,closedApp,1753109688.334223,,facebook,False
,,America/Los_Angeles,closedApp,1753109862.8135638,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753112685.50561,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753112707.3249068,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753115067.955944,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753115218.9592628,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753116925.584867,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753116959.189275,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753117043.7292829,,facebook,False
,,America/Los_Angeles,closedApp,1753117211.3126512,,facebook,False
,,America/Los_Angeles,closedApp,1753117296.957971,,facebook,False
,,America/Los_Angeles,closedApp,1753117406.386509,,facebook,False
,,America/Los_Angeles,closedApp,1753117457.680943,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753119783.735866,6.0,instagram,False
,,America/Los_Angeles,closedApp,1753119897.586532,,instagram,False
,,America/Los_Angeles,closedApp,1753120122.651703,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1753120402.810882,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753121111.184509,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753121164.359151,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753121950.339844,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753122022.988771,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753122051.970014,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753122091.1549459,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753124084.426156,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753124119.7578912,,facebook,False
,,America/Los_Angeles,closedApp,1753124268.485537,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753125864.765955,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753125888.6941772,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753126838.589538,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753129723.616874,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753129756.500859,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753129823.8613281,6.0,instagram,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753134204.492578,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753134753.048318,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753134817.473273,,facebook,False
,,America/Los_Angeles,closedApp,1753134893.781517,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753135183.7359738,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753135278.2960548,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753135628.0814052,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753137462.2916942,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753137476.655118,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753137516.277647,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753138549.201353,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753138777.6517591,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753139689.643743,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753139775.044784,,facebook,False
,,America/Los_Angeles,closedApp,1753152153.241888,,facebook,False
,,America/Los_Angeles,closedApp,1753152221.8774328,,facebook,False
,,America/Los_Angeles,closedApp,1753152461.321811,,facebook,False
,,America/Los_Angeles,closedApp,1753153854.327506,,facebook,False
,,America/Los_Angeles,closedApp,1753153985.198132,,facebook,False
,,America/Los_Angeles,closedApp,1753154290.83947,,facebook,False
,,America/Los_Angeles,closedApp,1753156207.4380379,,facebook,False
,,America/Los_Angeles,closedApp,1753157021.319632,,facebook,False
,,America/Los_Angeles,closedApp,1753157081.72303,,facebook,False
,,America/Los_Angeles,closedApp,1753157546.357415,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753204310.1299372,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753204371.433548,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753205181.428546,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753205438.798795,,facebook,False
,,America/Los_Angeles,closedApp,1753205462.398241,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753211984.31091,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753212104.544971,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753212637.252153,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753212709.593361,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753223388.719712,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753223418.0828109,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753223694.784525,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753223733.694892,,facebook,False
,,America/Los_Angeles,closedApp,1753223957.0199971,,facebook,False
,,America/Los_Angeles,closedApp,1753224009.890039,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753224660.590217,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753224684.166368,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753224751.563919,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753228426.1977139,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753229754.567346,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753229892.770152,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753230787.9086142,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753230871.178195,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753232404.872175,6.0,instagram,False
,,America/Los_Angeles,closedApp,1753232461.1013532,,instagram,False
,,America/Los_Angeles,closedApp,1753232796.456986,,facebook,False
,,America/Los_Angeles,closedApp,1753232909.039495,,facebook,False
,,America/Los_Angeles,closedApp,1753235604.12924,,facebook,False
,,America/Los_Angeles,closedApp,1753236909.0960221,,facebook,False
,,America/Los_Angeles,closedApp,1753238435.070956,,facebook,False
,,America/Los_Angeles,closedApp,1753238668.9822202,,facebook,False
,,America/Los_Angeles,closedApp,1753238728.09134,,facebook,False
,,America/Los_Angeles,closedApp,1753238811.274517,,facebook,False
,,America/Los_Angeles,closedApp,1753239155.905881,,facebook,False
,,America/Los_Angeles,closedApp,1753239291.513936,,facebook,False
,,America/Los_Angeles,closedApp,1753239764.8130221,,facebook,False
,,America/Los_Angeles,closedApp,1753239834.677024,,facebook,False
,,America/Los_Angeles,closedApp,1753240059.032929,,facebook,False
,,America/Los_Angeles,closedApp,1753240112.576895,,facebook,False
,,America/Los_Angeles,closedApp,1753240297.4583669,,facebook,False
,,America/Los_Angeles,closedApp,1753240394.0180821,,facebook,False
,,America/Los_Angeles,closedApp,1753242445.455229,,facebook,False
,,America/Los_Angeles,closedApp,1753243142.8663821,,facebook,False
,,America/Los_Angeles,closedApp,1753244420.904594,,facebook,False
,,America/Los_Angeles,closedApp,1753244474.391139,,facebook,False
,,America/Los_Angeles,closedApp,1753244554.982458,,facebook,False
,,America/Los_Angeles,closedApp,1753244815.961032,,facebook,False
,,America/Los_Angeles,closedApp,1753245074.837953,,facebook,False
,,America/Los_Angeles,closedApp,1753245131.805227,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753277495.6414208,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753277558.911034,,facebook,False
,,America/Los_Angeles,closedApp,1753278038.195191,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753278567.8587499,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753278686.584903,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753278752.860404,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753282516.6807718,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753282535.2340431,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753282607.630033,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753283181.436132,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753283427.912449,6.0,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753283590.42771,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753284703.0366359,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753284853.129307,,facebook,False
,,America/Los_Angeles,closedApp,1753285014.5533671,,facebook,False
,,America/Los_Angeles,closedApp,1753285741.045475,,facebook,False
,,America/Los_Angeles,closedApp,1753285887.6061811,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753286430.399822,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753289957.4258819,6.0,instagram,False
,,America/Los_Angeles,closedApp,1753290219.206876,,instagram,False
,,America/Los_Angeles,closedApp,1753290381.034492,,instagram,False
,,America/Los_Angeles,closedApp,1753290439.077815,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1753305105.948437,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753305270.313013,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753305820.4343848,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753306424.40922,,facebook,False
,breathingExercise,America/Los_Angeles,dismissedAppOpening,1753308125.733732,6.0,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753308143.776863,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753308211.51186,,facebook,False
,breathingExercise,America/Los_Angeles,openedApp,1753308862.61455,6.0,instagram,False
,,America/Los_Angeles,closedApp,1753309088.422375,,instagram,False
,breathingExercise,America/Los_Angeles,openedApp,1753309166.281487,6.0,facebook,False
,,America/Los_Angeles,closedApp,1753309179.760761,,facebook,False
,,America/Los_Angeles,closedApp,1753309349.49808,,facebook,False
,,America/Los_Angeles,closedApp,1753309798.179438,,facebook,False
,,America/Los_Angeles,closedApp,1753310296.1239228,,facebook,False
