timeIntervalUntilReIntervention,isReIntervention,interventionType,app,resolution,timezone,interventionDuration,timestamp
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750303575.1070871
360.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750304130.061489
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750306676.40878
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750341426.876977
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750342518.805328
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750342954.619443
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750356214.9805179
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750357184.2487879
420.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750357683.931275
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750358812.183346
540.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750359250.908121
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750359950.252363
480.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750360373.438334
840.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750360858.374634
420.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750362136.5086632
480.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750362281.948736
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750362422.42944
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750364518.860779
360.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750366522.300446
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750369797.694102
540.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750369983.509173
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750374478.938869
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750378106.788394
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750378246.3922691
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750383027.7462878
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750383768.9491029
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750383908.795096
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750385974.232033
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750386111.194984
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750386395.739388
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750386536.5143461
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750386733.71985
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750386815.158266
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750386924.935859
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750390846.425644
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750391461.1741529
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750393094.166264
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750438208.50262
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750438255.6783872
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750438575.642231
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750439907.542198
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750440046.352086
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750442343.722115
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750442543.9143
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750442846.994884
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750443141.607806
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750443159.3506699
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750443406.740148
60.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750443557.742649
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750445840.527944
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750448018.10097
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750448032.5204291
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750448041.409603
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750448881.216416
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750449202.042087
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750454051.613018
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750454252.6003819
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750454570.3792129
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750462359.13359
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750462807.317188
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750462832.7536778
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750463155.330037
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750478398.834791
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750478720.177531
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750479022.247981
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750479326.745119
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750479627.856355
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750479924.0078301
,True,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750480215.464288
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750480338.174279
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750480612.757364
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750520133.660365
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750520456.540845
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750520752.2894502
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750521076.472512
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750521407.3938432
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750522609.270844
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750522806.743063
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750523138.992635
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750524186.660855
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750527472.86089
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750528219.516499
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750528418.030483
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750528656.915475
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750530492.1681762
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750532878.1337461
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750533016.473452
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750533154.412901
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750533578.156849
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750534198.21178
60.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750534333.3666348
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750535481.8158631
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750535682.85535
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750544068.0004249
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750544387.423702
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750544702.701075
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750549859.7622561
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750552254.9364161
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750552514.9454842
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750552772.099977
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750560522.537106
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750560652.19214
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750560738.792932
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750560843.7698011
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750561162.410821
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750561738.888974
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750562041.265534
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750562345.515901
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750562647.968483
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750565785.644798
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750566104.071679
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750569125.8444328
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750604837.532024
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750605947.1110249
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750606067.562951
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750606488.934309
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750606806.580303
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750607906.695523
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750608482.198668
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750613376.235501
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750617442.993997
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750617773.2689528
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750618082.4481878
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750618747.5421538
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750619140.223582
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750619458.671771
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750619773.617786
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750620090.33211
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750620603.151572
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750620922.454997
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750621238.531968
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750626010.7196221
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750626318.010351
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750626620.760318
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750632044.384099
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750632382.724201
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750632702.1371841
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750633017.425853
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750633958.161314
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750634075.967647
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750634391.892116
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750646124.28589
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750646675.006273
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750646993.778418
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750647312.78371
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750648905.579011
,True,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750649215.322254
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750649218.047374
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750649718.807591
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750650041.319639
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750650365.5293732
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750650674.7422628
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750650992.707648
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750651309.930701
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750651623.40212
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750652125.9119148
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750653398.280116
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750653782.657682
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750653844.492362
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750654625.3643498
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750656759.09582
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750657074.865494
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750658150.7781792
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750658151.04451
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750689557.936287
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750690734.567552
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750691285.842202
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750691588.8538709
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750691891.4251761
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750692195.5326161
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750692495.685679
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750692799.049856
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750693101.459149
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750693667.03798
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750693985.7070642
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750694057.006336
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750694059.478671
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750694083.7586699
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750694399.462057
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750694719.634896
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750696737.629158
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750697057.659307
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750697309.962379
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750697627.0764232
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750698846.373913
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750699285.7282782
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750701835.737578
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750703352.390575
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750703674.2484632
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750703990.3324142
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750704307.252691
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750704624.534562
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750706076.08308
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750706273.3379722
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750706529.8535662
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750706788.015063
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750708845.053246
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750710378.6261768
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750710689.408144
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750710947.891148
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750711266.393229
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750711521.702714
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750712695.598418
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750713398.717413
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750713717.337473
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750713973.651495
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750718912.7039251
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750719584.6319199
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750719835.65772
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750720560.62938
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750720758.715409
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750721076.2918081
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750721874.860303
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750721953.142832
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750723537.5106611
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750730577.3964128
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750730596.964869
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750731437.596916
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750731517.375382
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750733228.9136229
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750733548.1460881
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750733862.1108909
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750735833.6423712
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750736027.147291
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750736223.49313
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750736944.374105
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750737200.348208
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750739076.821018
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750774162.8888822
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750774481.643849
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750774798.833476
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750774998.114486
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750775315.718322
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750777484.356714
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750777799.5727792
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750782043.189862
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750782302.064013
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750782617.3695002
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750782932.011746
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750783248.5151958
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750784181.417822
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750784585.6646528
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750786304.792541
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750786624.7519522
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750786940.2795382
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750788136.390362
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750788329.3055282
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750788649.2965431
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750789153.487071
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750789818.357146
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750790137.1791348
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750790455.309928
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750790770.310885
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750794562.0603461
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750795230.813313
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750795773.4364161
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750795913.125249
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750798423.934844
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750799060.4677892
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750799292.535775
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750802055.5519218
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750805203.302517
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750805979.3342872
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750806029.059019
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750806332.436327
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750808417.149613
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750817142.4493542
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750817308.2989988
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750817323.63797
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750817648.8841329
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750818134.144419
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750819596.340376
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750820091.1181111
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750820943.2550712
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750821451.493886
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750822608.29346
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750823078.379407
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750824235.7527719
60.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750824368.916709
120.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750824591.363533
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750824895.208482
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750825090.711349
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750825288.1583672
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750827711.338335
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750827727.532896
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750827987.566028
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750828906.092198
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750829103.837563
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750863369.5600681
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750865726.485888
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750868319.607657
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750868440.910794
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750868760.5964
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750869074.993524
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750869392.163096
120.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750869707.894508
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750869844.1892629
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750871172.747634
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750871491.4268699
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750871747.1883879
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750872065.031127
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750872381.859355
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750878753.417406
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750879059.38603
240.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750879381.217552
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750880308.171544
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750880627.272952
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750880838.66403
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750880855.650774
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750880963.1035728
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750881844.9007049
,False,breathingExercise,tikTok,dismissedAppOpening,America/Denver,6,1750882163.639334
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750882180.562355
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750882254.708327
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750882378.005624
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750883052.995953
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750887053.892457
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750890938.737613
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750892809.740818
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750893069.2719688
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750894697.808125
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750895015.3986511
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750895332.1786199
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750896680.934407
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750897424.251426
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750897599.172978
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750897662.6541781
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750902873.241174
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750907209.451284
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750908596.379305
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750908698.338381
180.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750910356.376508
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750910509.1062179
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750910511.083346
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750915114.6865978
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750916121.507055
180.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750916365.77298
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750945385.818337
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750951212.923864
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750951533.712702
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750951852.844605
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750952169.337809
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750953649.223211
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750953967.114428
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750954284.799083
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750960336.216485
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750960655.7182698
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750961125.546202
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750962180.8172932
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750962738.159045
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750963978.761753
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750964750.9425821
,False,breathingExercise,tikTok,openedApp,America/Denver,6,1750964943.9480681
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750966842.511462
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750967161.567287
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750967480.1184711
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750968796.059387
300.0,True,breathingExercise,instagram,openedApp,America/Denver,6,1750969116.157597
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750972111.154844
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750972250.87997
,False,breathingExercise,instagram,dismissedAppOpening,America/Denver,6,1750972650.945858
240.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750972892.174477
300.0,False,breathingExercise,instagram,openedApp,America/Denver,6,1750973327.897877
