isReIntervention,timestamp,resolution,timezone,interventionType,interventionDuration,app,timeIntervalUntilReIntervention,purpose
False,1752222895.264606,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,360.0,
False,1752223969.421555,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752224769.9489388,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752226378.854127,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752227270.006594,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752228278.896822,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752229173.0957,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752229507.592401,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752230775.411419,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752231616.239222,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752232292.547272,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,420.0,
False,1752232338.329092,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752243044.662806,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752243753.884485,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,660.0,
True,1752244493.62553,openedApp,Europe/Berlin,breathingExercise,6.0,jodel,660.0,Crush stalken
True,1752245271.213408,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,jodel,,
False,1752245554.5254211,openedApp,Europe/Berlin,breathingExercise,6.0,jodel,780.0,Crush stalken
False,1752246874.27909,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,660.0,
False,1752247507.666909,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,1020.0,
False,1752248301.501645,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,540.0,
False,1752248811.247222,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,660.0,
False,1752249553.266036,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,720.0,
False,1752250326.165905,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1752250709.735533,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,480.0,
False,1752253527.356131,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,600.0,
False,1752254484.3499851,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,360.0,
False,1752260655.498961,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752269430.326787,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752270142.254953,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752271364.369504,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752272226.178162,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752272917.1618772,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,telegram,,
False,1752272928.020951,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,300.0,
False,1752273025.163221,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752273102.7829971,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752273177.171056,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1752273191.918528,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752273201.650731,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1752273234.614347,openedApp,Europe/Berlin,breathingExercise,6.0,scruff,,Crush stalken
False,1752273261.938764,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752296612.600281,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1752301378.65576,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,660.0,
False,1752302092.649753,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752303101.781394,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,540.0,
False,1752303881.696317,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752307506.727828,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752308143.1534672,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752308641.520839,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,720.0,
False,1752311892.919158,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,900.0,
False,1752314840.803245,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752315460.753282,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752325149.464891,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752325238.051019,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1752325346.282026,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752325984.786407,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752327487.997931,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752328373.158833,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752328504.461779,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752328575.2670078,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752330910.558274,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752331203.184174,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
True,1752331284.401373,openedApp,Europe/Berlin,breathingExercise,6.0,telegram,480.0,Crush stalken
False,1752332303.678127,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752333336.8638458,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752340537.876175,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,540.0,
False,1752342419.3094501,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752342505.736672,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752343865.8082151,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,300.0,
False,1752345313.033484,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752352440.014926,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752356313.1704888,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752384970.859201,dismissedAppOpening,Europe/Berlin,askForTimeLimit,6.0,snapchat,,
False,1752385612.916141,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752385833.07029,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752386785.797202,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752388112.612783,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752388117.685175,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
True,1752388429.922068,openedApp,Europe/Berlin,breathingExercise,6.0,snapchat,600.0,Crush stalken
False,1752400471.471566,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752400657.711811,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752409220.348526,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752411164.326881,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752414293.4778528,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752416721.7279649,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752417431.302151,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752417618.770309,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,360.0,
False,1752420286.265213,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752421020.757598,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752425785.924415,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752425939.039989,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752427721.444588,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,540.0,
True,1752428288.606336,openedApp,Europe/Berlin,breathingExercise,6.0,jodel,720.0,Crush stalken
False,1752429016.365365,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752429261.989671,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752434499.795708,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752434519.364215,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752435514.7881122,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752437606.523717,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752438622.226995,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752439878.632677,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752440732.773638,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752442892.213148,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752442913.45501,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752443719.4479399,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752444760.906666,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752471329.8597941,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752474151.169928,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752475307.7640681,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,540.0,
False,1752489038.02682,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752495695.843508,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752498230.42435,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752500446.426796,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752502149.240714,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752502368.683384,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752506052.836376,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752506197.336852,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752509469.5561318,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752509489.147074,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752512266.296867,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752515137.799624,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752516257.57123,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752517030.551233,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752519811.1457071,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752520875.9025478,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Klo
False,1752521817.373292,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752523289.062253,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752525707.384016,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752526484.1158872,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752530018.9662762,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752530703.509635,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752531628.4200401,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752533111.15453,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752533637.5282512,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752561039.2342858,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752562230.31429,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752565908.175885,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752565911.6785069,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752565917.092054,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752566764.999928,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752567783.195894,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752567798.16706,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752567802.3957062,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752576336.043591,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752576340.464438,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752578907.360633,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752579609.323056,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752583019.48918,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752588432.2382889,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752589082.0802999,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752592947.514367,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752593942.019926,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,540.0,
False,1752596537.634074,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752597379.689964,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752598414.9219031,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752599064.322215,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752600285.364913,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752602184.7896,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752602457.823546,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752603997.28433,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752605909.370068,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752605928.336725,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752606640.856995,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752607955.129138,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752608671.3372722,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752609387.294592,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752609403.841574,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752609436.2414699,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752609634.418826,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752609749.486965,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,60.0,
False,1752610322.514442,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752610893.44423,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752611573.452956,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752612188.16228,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752612277.36291,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752612285.5677981,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,instagram,,
False,1752612305.1490788,openedApp,Europe/Berlin,breathingExercise,6.0,instagram,,Crush stalken
False,1752648717.264458,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752653321.198515,openedApp,Europe/Berlin,askForTimeLimit,6.0,snapchat,60.0,
False,1752657655.8015761,openedApp,Europe/Berlin,askForTimeLimit,6.0,telegram,60.0,
False,1752667123.417625,openedApp,Europe/Berlin,askForTimeLimit,6.0,jodel,960.0,
False,1752668318.5023808,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752688817.593363,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752695071.9991388,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752696513.765184,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1752696548.197785,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752696219.430707,openedApp,Europe/Berlin,,,twitter,,
False,1752696519.430707,closedApp,Europe/Berlin,,,twitter,,
False,1752696519.430707,dismissedAppOpening,Europe/Berlin,,,twitter,,
False,1752696223.5086389,openedApp,Europe/Berlin,,,twitter,,
False,1752696523.50864,closedApp,Europe/Berlin,,,twitter,,
False,1752696523.50864,dismissedAppOpening,Europe/Berlin,,,twitter,,
False,1752730193.417235,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752774003.3158488,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752777781.141017,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752782973.827335,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752817756.266951,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752831091.693317,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752841744.8850431,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752868008.1284661,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752900611.457519,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752904327.4938068,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752939144.8098102,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1752955219.9073129,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753008612.520683,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753015315.84196,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753040504.4648361,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753043280.438015,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753083566.339592,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753101777.9642758,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753101797.330923,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753125577.323209,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753165155.849788,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753213053.0680819,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753215039.853703,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753221582.8086162,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753221930.645591,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753214676.464814,openedApp,Europe/Berlin,,,twitter,,
False,1753214976.464814,closedApp,Europe/Berlin,,,twitter,,
False,1753214976.464814,dismissedAppOpening,Europe/Berlin,,,twitter,,
False,1753252028.476882,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753288293.115155,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753309406.415149,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753379168.2583761,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753460105.617718,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753466882.34451,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753471564.101612,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753517584.5874481,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753542327.219606,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753548642.320729,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753608661.190512,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753610402.720886,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753613686.9139009,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753634883.983959,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753635502.2580729,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753645311.731931,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753680248.788978,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753705331.230042,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753705337.467269,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753705356.873962,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753709737.979058,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753709759.103733,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753718787.093696,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753898142.836992,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753986213.598037,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753988894.2487888,dismissedAppOpening,Europe/Berlin,breathingExercise,6.0,twitter,,
False,1753988918.4392781,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1753996401.818305,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
False,1754117747.464205,openedApp,Europe/Berlin,breathingExercise,6.0,twitter,,Crush stalken
