timezone,interventionType,isReIntervention,timestamp,interventionDuration,app,resolution,timeIntervalUntilReIntervention
Europe/Berlin,breathingExercise,False,1754057985.976073,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754060303.964658,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754060427.7909179,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754067181.116338,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754067701.3437881,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1754068363.904311,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754069955.942316,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754078313.2564402,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754079094.950251,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754079950.851177,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754079970.288022,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754087409.524534,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1754118202.340269,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754122571.748364,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754172696.1627522,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1754174747.649555,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754175252.6336432,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754176049.672003,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754176090.889013,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1754180063.458364,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754201608.975397,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1754203677.8715901,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754204545.947421,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754205455.741849,6.0,instagram,openedApp,900.0
Europe/Berlin,breathingExercise,False,1754211551.661454,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754213232.134866,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1754213371.299253,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754215460.908091,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754215557.5106359,6.0,instagram,openedApp,480.0
Europe/Berlin,breathingExercise,False,1754216424.9138079,6.0,instagram,openedApp,720.0
Europe/Amsterdam,breathingExercise,False,1754229778.304963,6.0,instagram,openedApp,720.0
Europe/Amsterdam,breathingExercise,False,1754235145.150261,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1754236063.185405,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1754250922.643547,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1754251066.306211,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754251625.8360162,6.0,instagram,openedApp,600.0
Europe/Berlin,breathingExercise,False,1754256173.5439749,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754257559.634048,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1754257857.154755,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1754258648.968892,6.0,instagram,dismissedAppOpening,
Europe/Berlin,breathingExercise,False,1754261793.068874,6.0,instagram,openedApp,840.0
Europe/Berlin,breathingExercise,False,1754289605.650556,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1754291347.338293,6.0,instagram,openedApp,720.0
Europe/Berlin,breathingExercise,False,1754292343.994307,6.0,instagram,openedApp,540.0
Europe/Berlin,breathingExercise,False,1754298573.1323519,6.0,instagram,openedApp,780.0
Europe/Berlin,breathingExercise,False,1754299042.9134579,6.0,instagram,openedApp,660.0
Europe/Berlin,breathingExercise,False,1754299089.194337,6.0,instagram,dismissedAppOpening,
