app,interventionType,timezone,timestamp,resolution,isReIntervention,interventionDuration
mail,breathingExercise,Europe/London,1754029968.048131,openedApp,False,1.5
mail,,Europe/London,1754030003.6664472,closedApp,False,
safari,breathingExercise,Europe/London,1754030008.502198,openedApp,False,1.5
mail,,Europe/London,1754030038.8774629,closedApp,False,
mail,,Europe/London,1754030150.112392,closedApp,False,
safari,,Europe/London,1754030025.749378,closedApp,False,
safari,,Europe/London,1754030114.3273249,closedApp,False,
safari,,Europe/London,1754030186.025196,closedApp,False,
safari,,Europe/London,1754030234.696449,closedApp,False,
gmail,breathingExercise,Europe/London,1754030309.244323,dismissedAppOpening,False,1.5
safari,,Europe/London,1754030750.680516,closedApp,False,
safari,breathingExercise,Europe/London,1754037152.7321439,openedApp,False,1.5
safari,,Europe/London,1754037204.799336,closedApp,False,
safari,,Europe/London,1754037302.076367,closedApp,False,
gmail,breathingExercise,Europe/London,1754037323.325488,openedApp,False,1.5
mail,breathingExercise,Europe/London,1754037339.324922,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1754038839.350009,openedApp,False,1.5
safari,,Europe/London,1754038948.6979342,closedApp,False,
safari,,Europe/London,1754039363.888928,closedApp,False,
safari,breathingExercise,Europe/London,1754040067.07831,openedApp,False,1.5
safari,,Europe/London,1754040194.8012109,closedApp,False,
facebook,breathingExercise,Europe/London,1754043610.728203,openedApp,False,1.5
facebook,,Europe/London,1754044147.5640578,closedApp,False,
safari,breathingExercise,Europe/London,1754044153.942669,openedApp,False,1.5
safari,,Europe/London,1754044216.1725302,closedApp,False,
safari,breathingExercise,Europe/London,1754045671.120329,openedApp,False,1.5
safari,,Europe/London,1754045687.580954,closedApp,False,
gmail,breathingExercise,Europe/London,1754045696.194133,openedApp,False,1.5
gmail,,Europe/London,1754045715.442089,closedApp,False,
mail,breathingExercise,Europe/London,1754045736.515335,openedApp,False,1.5
mail,,Europe/London,1754046193.861374,closedApp,False,
safari,,Europe/London,1754045766.138103,closedApp,False,
mail,breathingExercise,Europe/London,1754047557.6555328,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754048692.838805,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1754052664.8057442,openedApp,False,1.5
mail,breathingExercise,Europe/London,1754052688.560519,openedApp,False,1.5
mail,,Europe/London,1754052706.233012,closedApp,False,
safari,,Europe/London,1754052746.0589252,closedApp,False,
safari,,Europe/London,1754052982.7199621,closedApp,False,
safari,,Europe/London,1754053331.291971,closedApp,False,
safari,,Europe/London,1754053649.680767,closedApp,False,
safari,breathingExercise,Europe/London,1754055283.380626,openedApp,False,1.5
safari,,Europe/London,1754055425.450354,closedApp,False,
safari,,Europe/London,1754055733.001745,closedApp,False,
safari,breathingExercise,Europe/London,1754063141.573866,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754063780.6645179,openedApp,False,1.5
gmail,,Europe/London,1754063829.762605,closedApp,False,
safari,,Europe/London,1754063168.1044679,closedApp,False,
safari,,Europe/London,1754063648.269772,closedApp,False,
safari,breathingExercise,Europe/London,1754065217.1637049,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754067600.9948049,openedApp,False,1.5
mail,,Europe/London,1754067633.603818,closedApp,False,
safari,breathingExercise,Europe/London,1754067729.2292972,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754068026.0088391,dismissedAppOpening,False,1.5
mail,,Europe/London,1754068061.678224,closedApp,False,
mail,,Europe/London,1754068146.7568011,closedApp,False,
safari,,Europe/London,1754067821.649409,closedApp,False,
safari,,Europe/London,1754068015.767971,closedApp,False,
gmail,breathingExercise,Europe/London,1754068339.035281,openedApp,False,1.5
gmail,,Europe/London,1754068365.251044,closedApp,False,
safari,,Europe/London,1754068558.365401,closedApp,False,
safari,,Europe/London,1754068690.390583,closedApp,False,
safari,,Europe/London,1754069452.45827,closedApp,False,
gmail,breathingExercise,Europe/London,1754069455.048369,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754070619.772406,openedApp,False,1.5
gmail,,Europe/London,1754070635.026174,closedApp,False,
safari,,Europe/London,1754069899.410657,closedApp,False,
safari,,Europe/London,1754070395.358386,closedApp,False,
safari,,Europe/London,1754070605.490416,closedApp,False,
mail,breathingExercise,Europe/London,1754070668.879981,dismissedAppOpening,False,1.5
safari,,Europe/London,1754070958.912574,closedApp,False,
safari,,Europe/London,1754071021.0498009,closedApp,False,
safari,breathingExercise,Europe/London,1754073318.3208408,openedApp,False,1.5
mail,breathingExercise,Europe/London,1754074025.770304,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1754074415.066104,openedApp,False,1.5
safari,,Europe/London,1754074507.341044,closedApp,False,
safari,,Europe/London,1754074727.1779962,closedApp,False,
mail,breathingExercise,Europe/London,1754075377.996511,openedApp,False,1.5
safari,breathingExercise,Europe/London,1754075457.827008,openedApp,False,1.5
safari,,Europe/London,1754075729.294919,closedApp,False,
safari,,Europe/London,1754075764.970635,closedApp,False,
safari,,Europe/London,1754075792.7123199,closedApp,False,
safari,,Europe/London,1754075905.9924579,closedApp,False,
safari,,Europe/London,1754075953.4088311,closedApp,False,
safari,,Europe/London,1754075973.803361,closedApp,False,
gmail,breathingExercise,Europe/London,1754075978.3395228,openedApp,False,1.5
safari,,Europe/London,1754076017.502863,closedApp,False,
mail,breathingExercise,Europe/London,1754076111.305464,openedApp,False,1.5
gmail,,Europe/London,1754076131.711948,closedApp,False,
safari,,Europe/London,1754076672.62941,closedApp,False,
safari,,Europe/London,1754077475.936506,closedApp,False,
mail,breathingExercise,Europe/London,1754077477.6951652,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754077481.005636,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754117450.594866,openedApp,False,1.5
mail,breathingExercise,Europe/London,1754117467.316595,openedApp,False,1.5
mail,,Europe/London,1754117539.237565,closedApp,False,
safari,breathingExercise,Europe/London,1754117543.8469648,openedApp,False,1.5
safari,,Europe/London,1754117560.93652,closedApp,False,
facebook,breathingExercise,Europe/London,1754119015.8932571,openedApp,False,1.5
facebook,,Europe/London,1754119248.089882,closedApp,False,
facebook,,Europe/London,1754119526.785427,closedApp,False,
facebook,,Europe/London,1754119932.556079,closedApp,False,
safari,breathingExercise,Europe/London,1754120432.768899,openedApp,False,1.5
safari,,Europe/London,1754120460.012202,closedApp,False,
mail,breathingExercise,Europe/London,1754139824.894882,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754139829.985153,openedApp,False,1.5
mail,,Europe/London,1754139973.128072,closedApp,False,
gmail,breathingExercise,Europe/London,1754139978.61934,openedApp,False,1.5
gmail,,Europe/London,1754140292.476491,closedApp,False,
gmail,breathingExercise,Europe/London,1754141599.787332,openedApp,False,1.5
gmail,,Europe/London,1754141644.602065,closedApp,False,
safari,breathingExercise,Europe/London,1754141649.226451,openedApp,False,1.5
safari,,Europe/London,1754141673.505206,closedApp,False,
mail,breathingExercise,Europe/London,1754141677.89295,openedApp,False,1.5
mail,,Europe/London,1754141695.527792,closedApp,False,
gmail,,Europe/London,1754141946.311306,closedApp,False,
gmail,,Europe/London,1754142211.783757,closedApp,False,
gmail,,Europe/London,1754142338.610029,closedApp,False,
gmail,,Europe/London,1754146143.545692,closedApp,False,
mail,breathingExercise,Europe/London,1754146146.009993,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754146151.3798351,openedApp,False,1.5
mail,,Europe/London,1754146172.407312,closedApp,False,
safari,breathingExercise,Europe/London,1754146176.878504,openedApp,False,1.5
gmail,,Europe/London,1754146653.136431,closedApp,False,
safari,,Europe/London,1754146265.043282,closedApp,False,
safari,,Europe/London,1754146369.1085582,closedApp,False,
safari,breathingExercise,Europe/London,1754147302.533452,openedApp,False,1.5
safari,,Europe/London,1754147391.855682,closedApp,False,
safari,,Europe/London,1754147769.137272,closedApp,False,
safari,breathingExercise,Europe/London,1754148477.552156,openedApp,False,1.5
safari,,Europe/London,1754148538.185081,closedApp,False,
safari,,Europe/London,1754148564.0970159,closedApp,False,
safari,breathingExercise,Europe/London,1754150053.326799,openedApp,False,1.5
safari,,Europe/London,1754150068.0398278,closedApp,False,
safari,,Europe/London,1754150216.1168308,closedApp,False,
safari,,Europe/London,1754150550.988536,closedApp,False,
mail,breathingExercise,Europe/London,1754150557.092664,openedApp,False,1.5
mail,,Europe/London,1754150652.3387918,closedApp,False,
mail,,Europe/London,1754151249.7259579,closedApp,False,
safari,breathingExercise,Europe/London,1754151254.126317,openedApp,False,1.5
safari,,Europe/London,1754151373.6880732,closedApp,False,
safari,,Europe/London,1754151541.062197,closedApp,False,
mail,breathingExercise,Europe/London,1754156518.705414,openedApp,False,1.5
safari,breathingExercise,Europe/London,1754156709.578382,openedApp,False,1.5
safari,,Europe/London,1754156804.4534578,closedApp,False,
safari,,Europe/London,1754156827.903409,closedApp,False,
safari,breathingExercise,Europe/London,1754157719.048193,openedApp,False,1.5
safari,,Europe/London,1754157753.58845,closedApp,False,
safari,breathingExercise,Europe/London,1754160206.537611,openedApp,False,1.5
safari,,Europe/London,1754160224.806289,closedApp,False,
safari,,Europe/London,1754160487.454884,closedApp,False,
safari,,Europe/London,1754161570.098953,closedApp,False,
safari,,Europe/London,1754163040.3237128,closedApp,False,
safari,,Europe/London,1754163158.7022882,closedApp,False,
safari,,Europe/London,1754163747.8236341,closedApp,False,
safari,,Europe/London,1754163885.772142,closedApp,False,
safari,,Europe/London,1754163917.7196279,closedApp,False,
safari,,Europe/London,1754164130.149483,closedApp,False,
gmail,breathingExercise,Europe/London,1754167772.933875,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754170624.111176,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754209836.778584,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754209843.2295089,openedApp,False,1.5
gmail,,Europe/London,1754209882.056,closedApp,False,
safari,breathingExercise,Europe/London,1754209886.5416698,openedApp,False,1.5
safari,,Europe/London,1754210120.447823,closedApp,False,
mail,breathingExercise,Europe/London,1754210146.6812968,openedApp,False,1.5
mail,,Europe/London,1754210200.555532,closedApp,False,
facebook,breathingExercise,Europe/London,1754210502.217659,openedApp,False,1.5
facebook,,Europe/London,1754210937.422367,closedApp,False,
safari,breathingExercise,Europe/London,1754210945.638307,openedApp,False,1.5
facebook,,Europe/London,1754211062.292284,closedApp,False,
facebook,,Europe/London,1754211121.559129,closedApp,False,
facebook,,Europe/London,1754211187.2669911,closedApp,False,
facebook,,Europe/London,1754211371.457642,closedApp,False,
safari,,Europe/London,1754211017.12537,closedApp,False,
gmail,breathingExercise,Europe/London,1754211373.6696901,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754211397.085092,dismissedAppOpening,False,1.5
safari,,Europe/London,1754211499.724715,closedApp,False,
safari,,Europe/London,1754211626.479698,closedApp,False,
instagram,breathingExercise,Europe/London,1754211635.290681,openedApp,False,1.5
instagram,,Europe/London,1754211664.812823,closedApp,False,
gmail,breathingExercise,Europe/London,1754211935.034718,openedApp,False,1.5
instagram,,Europe/London,1754212903.506504,closedApp,False,
safari,breathingExercise,Europe/London,1754215679.7307591,openedApp,False,1.5
safari,,Europe/London,1754216128.995651,closedApp,False,
mail,breathingExercise,Europe/London,1754216136.301927,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754216150.40582,openedApp,False,1.5
gmail,,Europe/London,1754216233.5267692,closedApp,False,
gmail,breathingExercise,Europe/London,1754216923.756244,openedApp,False,1.5
gmail,,Europe/London,1754216941.442626,closedApp,False,
facebook,breathingExercise,Europe/London,1754216954.627367,openedApp,False,1.5
facebook,,Europe/London,1754217010.0653682,closedApp,False,
facebook,,Europe/London,1754217364.4570389,closedApp,False,
safari,breathingExercise,Europe/London,1754217384.967506,openedApp,False,1.5
safari,,Europe/London,1754217438.131757,closedApp,False,
gmail,breathingExercise,Europe/London,1754217555.160773,openedApp,False,1.5
safari,breathingExercise,Europe/London,1754218387.181942,openedApp,False,1.5
safari,,Europe/London,1754218467.8148088,closedApp,False,
safari,,Europe/London,1754218586.894028,closedApp,False,
safari,,Europe/London,1754218747.496422,closedApp,False,
safari,,Europe/London,1754218918.539164,closedApp,False,
mail,breathingExercise,Europe/London,1754219204.43417,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754219438.893951,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1754223456.79708,openedApp,False,1.5
mail,breathingExercise,Europe/London,1754223581.27099,dismissedAppOpening,False,1.5
safari,,Europe/London,1754223498.395253,closedApp,False,
safari,,Europe/London,1754223599.9953752,closedApp,False,
safari,breathingExercise,Europe/London,1754224904.069391,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754232984.908015,dismissedAppOpening,False,1.5
mail,,Europe/London,1754227778.929257,closedApp,False,
safari,,Europe/London,1754225216.894311,closedApp,False,
safari,breathingExercise,Europe/London,1754234224.3251681,openedApp,False,1.5
safari,,Europe/London,1754235076.15926,closedApp,False,
mail,breathingExercise,Europe/London,1754235389.1096048,dismissedAppOpening,False,1.5
safari,breathingExercise,Europe/London,1754237081.989458,openedApp,False,1.5
safari,,Europe/London,1754237248.543515,closedApp,False,
safari,,Europe/London,1754238714.180595,closedApp,False,
safari,breathingExercise,Europe/London,1754240520.4163818,openedApp,False,1.5
safari,,Europe/London,1754241794.8836188,closedApp,False,
safari,breathingExercise,Europe/London,1754246014.598236,openedApp,False,1.5
safari,,Europe/London,1754246430.9943,closedApp,False,
safari,breathingExercise,Europe/London,1754247278.2322168,openedApp,False,1.5
safari,,Europe/London,1754247388.6679568,closedApp,False,
safari,,Europe/London,1754248408.451161,closedApp,False,
safari,breathingExercise,Europe/London,1754253251.576425,openedApp,False,1.5
safari,,Europe/London,1754253488.348493,closedApp,False,
safari,,Europe/London,1754253551.0944319,closedApp,False,
safari,,Europe/London,1754254268.9221458,closedApp,False,
mail,breathingExercise,Europe/London,1754254274.814312,openedApp,False,1.5
mail,,Europe/London,1754254292.7036362,closedApp,False,
safari,,Europe/London,1754254331.277219,closedApp,False,
safari,,Europe/London,1754255020.572198,closedApp,False,
safari,breathingExercise,Europe/London,1754288875.485724,openedApp,False,1.5
safari,,Europe/London,1754289123.595887,closedApp,False,
gmail,breathingExercise,Europe/London,1754289173.52596,openedApp,False,1.5
gmail,,Europe/London,1754289204.54811,closedApp,False,
mail,breathingExercise,Europe/London,1754289212.40376,openedApp,False,1.5
mail,,Europe/London,1754289228.546242,closedApp,False,
mail,,Europe/London,1754289527.162705,closedApp,False,
safari,,Europe/London,1754289507.4016762,closedApp,False,
safari,,Europe/London,1754289608.399096,closedApp,False,
safari,breathingExercise,Europe/London,1754292482.0713592,openedApp,False,1.5
safari,,Europe/London,1754292546.1154919,closedApp,False,
facebook,breathingExercise,Europe/London,1754292647.619417,openedApp,False,1.5
facebook,,Europe/London,1754293628.022595,closedApp,False,
safari,breathingExercise,Europe/London,1754293633.621478,openedApp,False,1.5
facebook,,Europe/London,1754293861.294217,closedApp,False,
facebook,,Europe/London,1754296127.301995,closedApp,False,
safari,,Europe/London,1754293658.8153682,closedApp,False,
safari,,Europe/London,1754293876.1832461,closedApp,False,
safari,breathingExercise,Europe/London,1754296135.738925,openedApp,False,1.5
facebook,,Europe/London,1754296495.5888948,closedApp,False,
safari,,Europe/London,1754296402.583459,closedApp,False,
safari,,Europe/London,1754296679.616724,closedApp,False,
safari,,Europe/London,1754298177.7826371,closedApp,False,
facebook,breathingExercise,Europe/London,1754298923.450597,openedApp,False,1.5
facebook,,Europe/London,1754299477.2894158,closedApp,False,
facebook,,Europe/London,1754301106.3466969,closedApp,False,
facebook,,Europe/London,1754301215.126677,closedApp,False,
facebook,,Europe/London,1754301813.114668,closedApp,False,
facebook,,Europe/London,1754302241.2652922,closedApp,False,
facebook,,Europe/London,1754303393.02676,closedApp,False,
safari,breathingExercise,Europe/London,1754306534.689424,openedApp,False,1.5
safari,,Europe/London,1754306622.1158729,closedApp,False,
safari,,Europe/London,1754306654.183755,closedApp,False,
gmail,breathingExercise,Europe/London,1754306658.698529,openedApp,False,1.5
gmail,,Europe/London,1754306899.644073,closedApp,False,
gmail,,Europe/London,1754306929.420525,closedApp,False,
gmail,,Europe/London,1754307253.0394568,closedApp,False,
safari,,Europe/London,1754307039.80075,closedApp,False,
safari,,Europe/London,1754307145.9405909,closedApp,False,
safari,,Europe/London,1754307208.356952,closedApp,False,
mail,breathingExercise,Europe/London,1754307480.422631,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754307485.888215,openedApp,False,1.5
mail,,Europe/London,1754307499.519445,closedApp,False,
mail,,Europe/London,1754307699.946796,closedApp,False,
mail,,Europe/London,1754307997.75913,closedApp,False,
gmail,,Europe/London,1754307794.477207,closedApp,False,
gmail,,Europe/London,1754308034.2340899,closedApp,False,
gmail,breathingExercise,Europe/London,1754308772.154495,openedApp,False,1.5
gmail,,Europe/London,1754308822.349626,closedApp,False,
gmail,breathingExercise,Europe/London,1754310012.867655,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754310167.397316,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754310172.039129,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754310175.340615,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754310512.7726002,openedApp,False,1.5
gmail,,Europe/London,1754310526.139203,closedApp,False,
safari,breathingExercise,Europe/London,1754313093.646143,openedApp,False,1.5
safari,,Europe/London,1754313106.5677152,closedApp,False,
safari,breathingExercise,Europe/London,1754314001.5267658,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754314042.657284,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754314691.495995,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754314695.123036,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754314699.687053,openedApp,False,1.5
mail,,Europe/London,1754314728.1218371,closedApp,False,
mail,breathingExercise,Europe/London,1754315505.179144,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320444.067461,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320449.2547998,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320460.343277,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320937.914607,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320940.284988,dismissedAppOpening,False,1.5
mail,breathingExercise,Europe/London,1754320960.8514671,dismissedAppOpening,False,1.5
gmail,breathingExercise,Europe/London,1754321722.2391028,openedApp,False,1.5
gmail,breathingExercise,Europe/London,1754326565.755769,openedApp,False,6.0
gmail,,Europe/London,1754322882.926322,closedApp,False,
gmail,,Europe/London,1754322915.431621,closedApp,False,
gmail,,Europe/London,1754326627.9774818,closedApp,False,
mail,breathingExercise,Europe/London,1754335631.120823,openedApp,False,6.0
mail,,Europe/London,1754335708.969198,closedApp,False,
mail,breathingExercise,Europe/London,1754339967.301803,dismissedAppOpening,False,6.0
safari,breathingExercise,Europe/London,1754371436.684616,openedApp,False,6.0
safari,,Europe/London,1754371489.1481462,closedApp,False,
safari,,Europe/London,1754371545.420593,closedApp,False,
mail,breathingExercise,Europe/London,1754374650.7226,openedApp,False,6.0
mail,,Europe/London,1754374678.2064672,closedApp,False,
gmail,breathingExercise,Europe/London,1754374691.874731,openedApp,False,6.0
mail,,Europe/London,1754374844.245963,closedApp,False,
gmail,,Europe/London,1754374804.2356339,closedApp,False,
gmail,,Europe/London,1754374824.9650059,closedApp,False,
mail,breathingExercise,Europe/London,1754375541.884119,dismissedAppOpening,False,6.0
mail,breathingExercise,Europe/London,1754375556.750941,openedApp,False,6.0
safari,breathingExercise,Europe/London,1754375585.162037,openedApp,False,6.0
safari,,Europe/London,1754375649.684855,closedApp,False,
safari,,Europe/London,1754375856.0071502,closedApp,False,
safari,,Europe/London,1754376022.516789,closedApp,False,
safari,,Europe/London,1754376068.936943,closedApp,False,
safari,,Europe/London,1754376253.607575,closedApp,False,
gmail,breathingExercise,Europe/London,1754377080.502102,dismissedAppOpening,False,6.0
mail,breathingExercise,Europe/London,1754380414.875469,openedApp,False,6.0
safari,breathingExercise,Europe/London,1754380440.544832,openedApp,False,6.0
safari,,Europe/London,1754380552.203771,closedApp,False,
gmail,breathingExercise,Europe/London,1754380570.785439,dismissedAppOpening,False,6.0
gmail,breathingExercise,Europe/London,1754381726.438932,openedApp,False,6.0
safari,breathingExercise,Europe/London,1754394099.241658,openedApp,False,6.0
safari,,Europe/London,1754394120.7487779,closedApp,False,
mail,breathingExercise,Europe/London,1754398365.686473,openedApp,False,6.0
mail,,Europe/London,1754398419.09757,closedApp,False,
safari,breathingExercise,Europe/London,1754398432.542326,openedApp,False,6.0
safari,,Europe/London,1754398464.498986,closedApp,False,
gmail,breathingExercise,Europe/London,1754402357.345686,openedApp,False,6.0
gmail,,Europe/London,1754402386.638658,closedApp,False,
mail,breathingExercise,Europe/London,1754402401.254407,openedApp,False,6.0
mail,,Europe/London,1754402413.961406,closedApp,False,
safari,breathingExercise,Europe/London,1754405671.8526149,openedApp,False,6.0
safari,,Europe/London,1754405686.758537,closedApp,False,
safari,,Europe/London,1754405724.24294,closedApp,False,
mail,breathingExercise,Europe/London,1754408057.891202,dismissedAppOpening,False,6.0
mail,breathingExercise,Europe/London,1754408794.165072,dismissedAppOpening,False,6.0
gmail,breathingExercise,Europe/London,1754408808.4199262,openedApp,False,6.0
safari,breathingExercise,Europe/London,1754409248.126976,openedApp,False,6.0
safari,,Europe/London,1754409468.263037,closedApp,False,
safari,,Europe/London,1754411260.649129,closedApp,False,
gmail,breathingExercise,Europe/London,1754412706.6568918,openedApp,False,6.0
safari,breathingExercise,Europe/London,1754413318.210793,openedApp,False,6.0
safari,,Europe/London,1754413692.0986528,closedApp,False,
safari,,Europe/London,1754414004.91961,closedApp,False,
safari,,Europe/London,1754414249.5249329,closedApp,False,
safari,,Europe/London,1754414543.274119,closedApp,False,
safari,,Europe/London,1754414572.3905082,closedApp,False,
mail,breathingExercise,Europe/London,1754414588.954575,openedApp,False,6.0
mail,,Europe/London,1754414612.798202,closedApp,False,
mail,breathingExercise,Europe/London,1754419270.1592999,openedApp,False,6.0
