interventionDuration,isReIntervention,timestamp,app,resolution,interventionType,timezone,timeIntervalUntilReIntervention
3.0,False,1753298273.527296,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753298331.113785,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753298376.120071,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753298380.820253,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753298392.720419,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753298409.457535,instagram,closedApp,,Europe/Warsaw,
,False,1753298535.0990849,instagram,closedApp,,Europe/Warsaw,
,False,1753298756.78252,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753302679.0398278,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753302699.9361,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753304018.571512,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753304151.2275028,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753304514.2995648,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753304543.999321,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753304582.7774339,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753304836.865675,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753305203.24644,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753305219.602806,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753305263.716167,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753305280.039918,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753305290.3523932,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753305542.6977391,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753305570.140331,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753305617.552764,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753305830.799374,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753311852.5692801,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753312157.065346,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753312166.7760282,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753312389.67961,instagram,closedApp,,Europe/Warsaw,
,False,1753312413.5689812,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753340909.814116,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753340927.816052,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753340983.985097,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753347784.4205189,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753406645.449204,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753406794.072309,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753417182.990219,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753417557.2177792,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753443378.591402,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753443467.30483,instagram,closedApp,,Europe/Warsaw,
,False,1753443701.912034,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753443712.231186,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753444028.169378,instagram,closedApp,,Europe/Warsaw,
,False,1753444411.725812,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753446103.734424,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753446211.376124,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753446414.633861,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753446553.9166079,instagram,closedApp,,Europe/Warsaw,
,False,1753446718.95485,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753451160.963517,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753451200.781005,instagram,closedApp,,Europe/Warsaw,
,False,1753455028.408784,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753455677.3333979,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753455983.861789,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753455997.509913,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753456167.4250588,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753456284.550919,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753456314.085805,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753456339.850401,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753456441.383313,instagram,closedApp,,Europe/Warsaw,
,False,1753501848.4419541,instagram,closedApp,,Europe/Warsaw,
,False,1753502268.7920098,instagram,closedApp,,Europe/Warsaw,
,False,1753502307.6341329,instagram,closedApp,,Europe/Warsaw,
,False,1753502446.6676989,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753502493.988308,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753502635.175935,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753502976.070037,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753503099.7501302,instagram,closedApp,,Europe/Warsaw,
,False,1753503170.0322108,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753528731.74512,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753528746.404084,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
3.0,False,1753528770.0211868,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753529079.266955,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753529092.5785341,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753529273.575089,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753529283.904702,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753529643.311914,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753529646.924108,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753529650.264498,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753529662.0973248,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753529866.543363,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753529896.492845,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753530154.149949,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753530519.9359841,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753530532.462996,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753530955.6993809,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753530970.281532,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753530986.8198109,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753531076.315445,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753531106.233366,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1753531149.875493,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753531184.507731,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753531197.303401,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753531625.714432,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753531635.533603,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1753531901.797871,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753532399.0245109,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753532614.9915519,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753555562.773384,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753555566.091934,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753561509.9160252,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753561538.006349,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1753561573.8763862,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753561587.5982041,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1753561806.399627,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753562982.088982,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753563043.23947,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753563137.1724238,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753565995.022565,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753566178.8132958,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753566263.2407,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753568422.8837562,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753568882.871387,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753598135.962925,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753598241.524225,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753598307.415669,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753621618.240481,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1753653225.991976,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753663818.982431,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753663853.107308,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753664160.4705858,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753673208.73555,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753673244.8381438,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753708025.046838,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753708388.9765859,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753709119.372024,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753709264.772449,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753711449.670779,instagram,openedApp,breathingExercise,Europe/Warsaw,180.0
,False,1753711589.1663651,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753714476.2092252,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
3.0,False,1753714879.911155,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753715245.522993,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753715255.379267,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753715557.940454,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753715586.020745,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753715637.2256389,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753715766.388101,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753715793.724544,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753717026.7675009,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753717079.170037,instagram,closedApp,,Europe/Warsaw,
,False,1753751766.03035,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753761149.546792,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1753761215.833327,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753767073.402783,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753767095.64122,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1753767144.407453,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753790325.151842,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753795046.648196,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753795052.968566,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753795056.1675081,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753795132.214546,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753796086.4774609,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753796391.169641,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753796402.786823,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753797820.411563,instagram,closedApp,,Europe/Warsaw,
,False,1753797843.921574,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753797856.455565,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1753798397.726924,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753798407.361248,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753798710.041007,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753798720.319131,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753799323.80181,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753799337.930447,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753799938.11554,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753799947.814979,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753800375.974566,instagram,closedApp,,Europe/Warsaw,
3.0,False,1753817198.980307,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753817272.9814901,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753817432.589221,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753820077.3325582,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753822880.9052749,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
3.0,False,1753823980.209758,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753823983.8495479,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753824216.842138,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
3.0,False,1753824596.2928782,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753840702.7819772,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1753841248.105649,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753841263.532064,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753841846.585516,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753866399.787256,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753866649.767653,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753872499.53966,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753872725.634198,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753872770.747171,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753872788.291076,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753872806.048176,instagram,closedApp,,Europe/Warsaw,
,False,1753873204.3196402,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753873231.6750488,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753873252.727172,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753873651.866579,instagram,closedApp,,Europe/Warsaw,
,False,1753873750.592832,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753879951.519027,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753880304.597405,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753880386.57331,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753880563.506928,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753883176.2684479,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753883197.504877,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753883539.6777291,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753884188.677106,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753885006.255413,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753885612.991096,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753885696.1844192,instagram,closedApp,,Europe/Warsaw,
,False,1753886058.121557,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753886082.1718721,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1753886586.172491,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753886943.84171,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
6.0,False,1753933677.1526499,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1753887370.2336612,instagram,closedApp,,Europe/Warsaw,
,False,1753933673.0730848,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753933723.385952,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753933749.174223,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753968239.1997519,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1753968533.363014,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753970039.6410441,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753970061.172855,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1753970096.230766,instagram,closedApp,,Europe/Warsaw,
6.0,False,1753970789.2569718,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1753997979.445137,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1753998036.813787,instagram,closedApp,,Europe/Warsaw,
,False,1753998099.554263,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754022291.4203172,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754022657.424086,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754022672.5913591,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754022768.641418,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754022864.848634,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754023069.9490008,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
6.0,False,1754023316.2027369,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754023271.421076,instagram,closedApp,,Europe/Warsaw,
,False,1754023920.276547,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754023942.986202,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754024436.289388,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754024705.643471,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754024746.976441,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754025109.5322552,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754025125.214182,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1754025153.966476,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754026055.211169,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754026135.7131782,instagram,closedApp,,Europe/Warsaw,
,False,1754026464.573334,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754026487.772593,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754026773.722302,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754050180.7464008,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1754050440.332327,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754050457.271035,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754050721.5035539,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754085368.374977,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754085780.3802218,instagram,closedApp,,Europe/Warsaw,
,False,1754096556.460349,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754106594.47435,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1754106615.462795,instagram,closedApp,,Europe/Warsaw,
,False,1754106943.025003,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754108085.4700332,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754110791.323752,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754110918.907711,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
6.0,False,1754141472.918497,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1754111254.901222,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754141492.226156,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754141783.41011,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754146161.832845,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754148325.089058,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754148510.165955,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754149286.6320171,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754157827.166119,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754157854.096441,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754157882.709631,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754158146.479491,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754158177.662692,instagram,openedApp,breathingExercise,Europe/Warsaw,300.0
,False,1754158200.218893,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754158418.5510402,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754158437.445019,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754158456.980468,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754158527.501292,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754158610.3476958,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754160155.100329,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754160581.707428,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754160597.208822,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754161004.581952,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754161053.620446,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754161416.052431,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754161434.601963,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754161917.891406,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754161937.467126,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754162418.5964398,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754162436.701608,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754163033.292211,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754163139.144226,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1754168293.305671,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754168307.699055,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754168436.811242,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754168684.688158,instagram,closedApp,,Europe/Warsaw,
,False,1754170719.5996652,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754171814.00983,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754171836.283156,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754172250.9348059,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754172279.40762,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
6.0,False,1754172803.763938,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
,False,1754172588.055681,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754180012.432131,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754180138.715929,instagram,closedApp,,Europe/Warsaw,
,False,1754180436.8067908,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754180663.210839,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754180809.399811,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754181049.211376,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754181220.9847488,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754181251.919251,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754181289.257366,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
6.0,False,1754201512.588618,instagram,openedApp,breathingExercise,Europe/Warsaw,240.0
,False,1754201758.827797,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754201762.8021111,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754201781.648957,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754202055.407332,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754229044.651561,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754232456.800585,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754232635.030751,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754233734.098925,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754234097.351025,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754234125.0162811,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754234295.19185,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754257608.424051,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754257668.7931628,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
6.0,False,1754278796.8953671,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754278814.00159,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754278872.2374182,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754278897.3712149,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754279189.3000212,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754279211.546972,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754279246.8240361,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754279282.42319,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
6.0,False,1754279532.951838,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754316999.587988,instagram,openedApp,breathingExercise,Europe/Warsaw,360.0
,False,1754317057.911399,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754317485.675503,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754317554.999524,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754317614.201468,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754317920.8687081,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754318230.333348,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754318260.387533,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754318428.221019,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754320972.6197782,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754321183.4668489,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754345466.150203,instagram,openedApp,breathingExercise,Europe/Warsaw,60.0
,False,1754345531.431387,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754345545.789026,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754345676.368043,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754366094.9551501,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754366446.810546,instagram,openedApp,breathingExercise,Europe/Warsaw,600.0
,False,1754366619.610188,instagram,closedApp,,Europe/Warsaw,
,False,1754366631.099987,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754366660.434039,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754366769.9858298,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754366846.988085,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
