timestamp,interventionType,isReIntervention,app,timezone,resolution,interventionDuration,purpose,timeIntervalUntilReIntervention
1751258634.840961,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751259711.221355,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751260404.463132,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751260413.2264109,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1751262251.671247,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751268012.938822,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751270545.750431,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751271144.035159,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1751271674.07518,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751272357.713999,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751273125.3662581,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751273136.3394089,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751275236.0348659,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751280462.8837628,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751283147.656328,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751284230.3413591,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284235.260916,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284616.557414,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284637.9586248,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284676.024514,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284692.359177,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751284825.770224,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751285061.090183,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751285129.826414,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751285571.756463,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751287417.1119971,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751293847.685604,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751294045.9080958,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751294125.104035,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751294195.16173,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751294229.4640841,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751294232.075307,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751296280.814471,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1751298301.8592072,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751300284.890794,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751300827.869699,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751300865.298554,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751300958.805934,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751301432.649339,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,120.0
1751302367.787138,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751307197.911072,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751308452.479039,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751309206.322318,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751309735.665152,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751309931.902417,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751310966.449089,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751310976.759684,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751310992.779535,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751312366.013461,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751312559.199456,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751313192.78931,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751313508.840088,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751342442.514903,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751343124.085586,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343133.3792892,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343170.554397,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343177.506948,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343191.068287,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343205.941732,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343207.198636,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751343220.9467568,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751344859.13466,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,60.0
1751345709.5071092,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751346006.0553179,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751346031.3353539,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751346038.337867,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751346412.614819,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751346776.940933,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751349221.3371968,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751349229.478868,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751349252.2457972,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751349416.8669481,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751349497.8080301,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751350077.403727,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751350257.153388,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751350552.094737,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751350689.419989,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751350986.591757,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751350989.60817,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751354957.815606,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751355626.137072,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355629.716424,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355630.224936,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355630.438809,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355641.168865,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355643.177705,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751355649.394989,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751356535.250654,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751356565.913159,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751358404.172878,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751359875.146182,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751362056.537599,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751363176.616431,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751366626.392242,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751369806.59477,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751370066.723209,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751370083.500227,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751372025.009107,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,300.0
1751372298.9288058,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751372306.3195472,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751376103.1921601,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751376227.132514,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751376244.2483869,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751377502.560975,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751379093.1750488,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751379094.501374,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751379095.628876,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751379821.585547,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751379947.26318,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751383537.563034,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751383723.731104,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751383748.542481,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751383778.308197,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751383826.872968,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751383901.137354,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751383904.898447,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751388329.831202,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751391042.04477,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751429412.432617,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751435161.0600572,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751436278.5063891,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751436294.643471,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751436400.425369,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751441696.504712,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751442077.353201,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442294.293933,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442295.982637,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442309.003145,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442359.961215,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442363.5099812,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442369.966326,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442495.783599,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442500.766576,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442515.5361671,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751442541.118237,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751444069.325911,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751447184.2375941,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751449069.221952,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751452834.3786678,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751454792.6757889,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751458084.0746,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,240.0
1751458737.011538,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751459381.8758988,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,1.5,,
1751459393.832046,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Оставайтесь в курсе событий,240.0
1751461081.745275,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,180.0
1751461745.252757,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Расслабиться,60.0
1751462600.9959521,breathingExercise,False,instagram,Asia/Aqtau,openedApp,1.5,Написать сообщение,180.0
1751464653.486814,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751465573.3452759,,False,wolt,Asia/Aqtau,closedApp,,,
1751465666.7569509,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751465748.6206841,,False,wolt,Asia/Aqtau,closedApp,,,
1751465749.555243,,False,wolt,Asia/Aqtau,closedApp,,,
1751466574.57025,,False,wolt,Asia/Aqtau,closedApp,,,
1751467547.152172,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751468525.251669,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751471638.57744,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751472046.206273,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751472070.4544039,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751472283.5224261,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751472927.236522,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751474465.496551,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751474521.639535,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751476827.211752,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,240.0
1751484687.984274,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751484700.17915,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751490574.56021,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,240.0
1751491505.292417,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751492569.9827151,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751492572.856993,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751492578.1384702,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751496512.7472959,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,3.0,,
1751515936.4160938,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751523364.3101768,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,240.0
1751524218.94381,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751524835.222645,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,3.0,,
1751525052.8126879,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751525079.703785,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751525106.690216,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751526871.960369,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,3.0,,
1751529777.2307072,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751532060.638062,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532083.718436,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532115.703178,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532141.1055388,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532284.402967,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532284.752841,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532286.6605139,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751532307.261476,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537610.012192,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537752.163842,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537755.028238,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537759.476541,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537762.595048,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751537821.2263331,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751538057.6453118,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751538774.561146,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751538825.952954,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751538842.6092582,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751538845.467,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751538985.319783,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751543787.326308,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,240.0
1751549432.691516,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751548271.560902,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751548309.648396,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751548354.805094,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751549397.824491,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751551622.9948301,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751552158.830859,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751555638.9618201,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751555646.893938,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751555648.9461942,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751555684.568904,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751556171.604749,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,240.0
1751557453.6840382,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,3.0,,
1751557493.678127,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751557501.358279,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751557538.296414,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751559860.912996,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751560851.6906672,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751560877.940339,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564341.0090032,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751564502.989305,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564506.700268,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564589.8886042,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564600.524967,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564607.61279,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564617.072442,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564620.3777971,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564622.889783,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751564630.052762,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751565593.289504,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751603680.9361758,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751605083.604453,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751608697.845759,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751608891.8070102,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751613037.411272,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751613323.8705149,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613368.999383,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613374.2592201,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613402.7917929,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613411.526187,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613438.2120771,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613442.720463,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613467.432332,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613488.3796248,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613496.602098,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613515.949472,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613521.699444,breathingExercise,False,instagram,Asia/Aqtau,dismissedAppOpening,3.0,,
1751613683.807428,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613756.349256,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751613762.903836,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751615522.805826,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751617206.2489119,breathingExercise,False,instagram,Asia/Aqtau,openedApp,3.0,Написать сообщение,180.0
1751617492.324302,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
1751617500.768005,,False,A6F10C8E-C5B2-426B-A208-43C0A072FA43,Asia/Aqtau,closedApp,,,
