interventionType,timezone,timestamp,interventionDuration,purpose,resolution,isReIntervention,app
breathingExercise,Europe/Warsaw,1751753753.916183,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751753832.983214,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751768621.4904652,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751768782.362426,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751769273.087323,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751769285.870037,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751769551.378484,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751769696.888495,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751769779.912909,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751806389.9029632,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751806729.944638,,,closedApp,False,instagram
,Europe/Warsaw,1751807637.5294151,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751807759.341412,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751807792.6537771,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751807886.673959,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751809259.5417562,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751809263.565783,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751810327.1407251,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751810356.671179,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751814292.9877748,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751814413.308058,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751814535.339275,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751814987.068672,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751816176.810725,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751816310.385875,,,closedApp,False,instagram
,Europe/Warsaw,1751816912.547993,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751820608.450955,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751820667.1918678,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751824156.094911,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751824222.967149,,,closedApp,False,instagram
,Europe/Warsaw,1751824304.3832932,,,closedApp,False,instagram
,Europe/Warsaw,1751824335.070204,,,closedApp,False,instagram
,Europe/Warsaw,1751825311.142287,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751825567.91289,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751825591.523263,,,closedApp,False,instagram
,Europe/Warsaw,1751826051.450099,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751826845.5639338,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751826889.425521,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751826930.6989179,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751827219.0066972,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751827361.968169,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751827380.603864,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751827754.399461,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751828048.0707211,,,closedApp,False,instagram
,Europe/Warsaw,1751828148.108705,,,closedApp,False,instagram
,Europe/Warsaw,1751828277.541868,,,closedApp,False,instagram
,Europe/Warsaw,1751828653.406863,,,closedApp,False,instagram
,Europe/Warsaw,1751828748.223427,,,closedApp,False,instagram
,Europe/Warsaw,1751828841.150945,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751837372.456001,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751837624.654117,,,closedApp,False,instagram
,Europe/Warsaw,1751837717.6039472,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751842077.221822,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751842373.780136,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751842504.367471,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751842612.240909,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751842990.1697469,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751843219.6260371,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751868104.527625,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751868244.078984,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751869066.151583,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751869076.851509,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751869546.815981,,,closedApp,False,instagram
,Europe/Warsaw,1751870348.506887,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751870994.051701,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751871008.753506,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751872415.014635,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751872761.73778,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751872799.338279,,,closedApp,False,instagram
,Europe/Warsaw,1751872883.905812,,,closedApp,False,instagram
,Europe/Warsaw,1751872901.8712358,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751873340.134429,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751873677.928032,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751875129.894391,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751878575.007206,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751875149.055969,,,closedApp,False,instagram
,Europe/Warsaw,1751878622.8500419,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751881461.696058,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751883517.309669,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751883534.9758902,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751884652.382719,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751883724.438328,,,closedApp,False,instagram
,Europe/Warsaw,1751884710.7052212,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751885704.75262,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751885737.3105512,,,closedApp,False,instagram
,Europe/Warsaw,1751885785.4032679,,,closedApp,False,instagram
,Europe/Warsaw,1751886679.60058,,,closedApp,False,instagram
,Europe/Warsaw,1751887206.3759232,,,closedApp,False,instagram
,Europe/Warsaw,1751887398.828984,,,closedApp,False,instagram
,Europe/Warsaw,1751887524.155385,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751887652.9659638,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751887854.1132932,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751889270.288093,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751889328.8886871,,,closedApp,False,instagram
,Europe/Warsaw,1751890383.518554,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751891022.424341,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751891128.68441,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751891173.1551452,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1751891190.413965,3.0,Bored,openedApp,False,youtube
,Europe/Warsaw,1751891181.116541,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751891485.901808,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751892432.586767,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751892591.391957,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751893654.020508,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751894304.480089,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751893719.270616,,,closedApp,False,instagram
,Europe/Warsaw,1751894364.1830301,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751897216.342408,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751906575.231051,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1751906589.5766091,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751906631.956283,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751930005.3637218,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751930644.646132,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751957860.399012,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1751961535.2504048,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1751966783.449575,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751961597.2575932,,,closedApp,False,instagram
,Europe/Warsaw,1751965070.765199,,,closedApp,False,instagram
,Europe/Warsaw,1751966934.640723,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1751981970.937224,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1751982034.743511,,,closedApp,False,instagram
,Europe/Warsaw,1751985947.5866032,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752006448.570191,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752010194.326561,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752007229.655957,,,closedApp,False,instagram
,Europe/Warsaw,1752010839.588458,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752010851.5312262,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752010949.141523,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752010976.292413,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752012074.128896,,,closedApp,False,instagram
,Europe/Warsaw,1752012632.658862,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752012864.888846,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752016195.6225538,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752026932.78877,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752026950.759941,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752051245.1859741,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752053152.199045,3.0,,dismissedAppOpening,False,youtube
,Europe/Warsaw,1752056448.981322,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752058391.3893518,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752058434.499035,,,closedApp,False,instagram
,Europe/Warsaw,1752059121.527471,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752063453.968009,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752063495.152237,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752063638.425947,,,closedApp,False,instagram
,Europe/Warsaw,1752063688.905858,,,closedApp,False,instagram
,Europe/Warsaw,1752063985.7640228,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752064497.288786,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752064567.303971,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752067924.243058,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752067961.940947,,,closedApp,False,instagram
,Europe/Warsaw,1752068147.131741,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752068261.591352,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752068404.208518,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752069825.251301,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752070949.041493,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752072709.223552,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752072773.093873,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752072922.395963,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752074001.834485,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752074591.50743,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752074876.7186642,,,closedApp,False,instagram
,Europe/Warsaw,1752075358.528862,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752078337.1370502,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752078712.027629,,,closedApp,False,instagram
,Europe/Warsaw,1752078948.6004791,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752085916.880137,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752085959.824181,,,closedApp,False,instagram
,Europe/Warsaw,1752086039.2470632,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752086882.743424,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752086949.959944,,,closedApp,False,instagram
,Europe/Warsaw,1752086993.615429,,,closedApp,False,instagram
,Europe/Warsaw,1752087377.882911,,,closedApp,False,instagram
,Europe/Warsaw,1752087436.7577949,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752088404.050185,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752088413.834297,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752088431.434027,,,closedApp,False,instagram
,Europe/Warsaw,1752089542.680534,,,closedApp,False,instagram
,Europe/Warsaw,1752089976.44349,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752102054.185381,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752102763.469199,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752132167.0819302,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752132308.4444242,,,closedApp,False,instagram
,Europe/Warsaw,1752133228.935807,,,closedApp,False,instagram
,Europe/Warsaw,1752133245.4642339,,,closedApp,False,instagram
,Europe/Warsaw,1752133275.580346,,,closedApp,False,instagram
,Europe/Warsaw,1752133428.096606,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752133440.661407,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752133629.4098768,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752133848.696591,,,closedApp,False,instagram
,Europe/Warsaw,1752134739.5021229,,,closedApp,False,instagram
,Europe/Warsaw,1752134851.0801091,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752135034.328319,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752135149.532326,,,closedApp,False,instagram
,Europe/Warsaw,1752135443.390481,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752136474.770451,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752136691.968883,,,closedApp,False,instagram
,Europe/Warsaw,1752136760.602325,,,closedApp,False,instagram
,Europe/Warsaw,1752137338.7895641,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752140309.112786,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752140993.973954,,,closedApp,False,instagram
,Europe/Warsaw,1752141255.3503408,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752141426.3692389,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752141930.740531,,,closedApp,False,instagram
,Europe/Warsaw,1752142179.210011,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752144022.864376,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752144185.508729,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752144197.716609,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752144618.137999,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752190589.066224,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752211300.5154,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752144841.897229,,,closedApp,False,instagram
,Europe/Warsaw,1752192034.6644711,,,closedApp,False,instagram
,Europe/Warsaw,1752192512.129871,,,closedApp,False,instagram
,Europe/Warsaw,1752211393.924804,,,closedApp,False,instagram
,Europe/Warsaw,1752211942.564914,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752213794.6987638,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752213817.327529,,,closedApp,False,instagram
,Europe/Warsaw,1752213922.926217,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752214667.834348,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752214749.82716,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752218767.107133,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752218996.205966,,,closedApp,False,instagram
,Europe/Warsaw,1752219145.90444,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752236203.2730641,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752236447.827652,,,closedApp,False,instagram
,Europe/Warsaw,1752236803.4704762,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752245015.064816,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752245032.77733,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752245238.708537,,,closedApp,False,instagram
,Europe/Warsaw,1752245300.7088652,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752253472.049389,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752264629.8527498,3.0,,dismissedAppOpening,False,instagram
,Europe/Warsaw,1752253543.44086,,,closedApp,False,instagram
,Europe/Warsaw,1752253719.7442908,,,closedApp,False,instagram
,Europe/Warsaw,1752254482.247874,,,closedApp,False,instagram
,Europe/Warsaw,1752264638.803546,,,closedApp,False,instagram
,Europe/Warsaw,1752264664.4532661,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752280871.49543,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752285183.8835502,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752316958.224045,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752280889.2616692,,,closedApp,False,instagram
,Europe/Warsaw,1752280941.274817,,,closedApp,False,instagram
,Europe/Warsaw,1752281678.17479,,,closedApp,False,instagram
,Europe/Warsaw,1752285257.001046,,,closedApp,False,instagram
,Europe/Warsaw,1752286449.572619,,,closedApp,False,instagram
,Europe/Warsaw,1752286471.180346,,,closedApp,False,instagram
,Europe/Warsaw,1752317022.009862,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752339420.050026,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752339700.931106,,,closedApp,False,instagram
,Europe/Warsaw,1752339712.491117,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752339850.8236089,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752340401.1793752,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752354712.344485,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752354781.658005,,,closedApp,False,instagram
,Europe/Warsaw,1752354875.533095,,,closedApp,False,instagram
,Europe/Warsaw,1752356298.920815,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752365106.691599,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752365220.883167,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752365305.927005,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752365547.826654,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752367622.0363011,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752367634.9406419,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752367674.2777472,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752406114.626457,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752369024.471015,,,closedApp,False,instagram
,Europe/Warsaw,1752369684.009999,,,closedApp,False,instagram
,Europe/Warsaw,1752372161.458363,,,closedApp,False,instagram
,Europe/Warsaw,1752406279.030092,,,closedApp,False,instagram
,Europe/Warsaw,1752407032.974503,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752416904.5777578,3.0,Bored,openedApp,False,youtube
,Europe/Warsaw,1752408338.766029,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752417167.1924682,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752417205.925703,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752417384.3686361,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752417461.696706,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752417682.519856,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752417804.1774368,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752439480.8875241,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752439494.649303,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752474477.5312839,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752474874.950066,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752474624.92834,,,closedApp,False,instagram
,Europe/Warsaw,1752474625.740077,,,closedApp,False,instagram
,Europe/Warsaw,1752475070.459346,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752480752.3741798,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752490457.4265141,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752490474.755574,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752497105.177094,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752497289.514447,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752502948.780767,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752504983.411957,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752505571.571702,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752505443.331239,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752512968.210685,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752514997.036086,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752526249.1471472,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752530077.879427,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752530096.008645,,,closedApp,False,instagram
,Europe/Warsaw,1752530672.363109,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752531207.140923,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752531230.704545,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752531489.769057,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752531503.241893,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752531605.406413,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752531673.4798179,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752531749.523188,,,closedApp,False,instagram
,Europe/Warsaw,1752533317.385967,,,closedApp,False,instagram
,Europe/Warsaw,1752535850.674969,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752536069.163068,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752536159.852184,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752536245.3323889,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752562380.112622,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752562462.2493439,,,closedApp,False,instagram
,Europe/Warsaw,1752563420.6659598,,,closedApp,False,instagram
,Europe/Warsaw,1752563610.015911,,,closedApp,False,instagram
,Europe/Warsaw,1752563891.556024,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752567306.1161041,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752568207.381247,,,closedApp,False,instagram
,Europe/Warsaw,1752568241.835939,,,closedApp,False,instagram
,Europe/Warsaw,1752568294.2401419,,,closedApp,False,instagram
,Europe/Warsaw,1752568329.277481,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752568544.197218,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752568582.783201,,,closedApp,False,instagram
,Europe/Warsaw,1752568761.52825,,,closedApp,False,instagram
,Europe/Warsaw,1752568768.342914,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752569136.093091,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752569509.630076,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752569561.3680859,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752569718.645774,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752569834.044303,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752570256.510099,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752570416.027995,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752570872.3714771,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752572152.617311,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752572219.807918,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752572510.016851,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752572546.298244,,,closedApp,False,instagram
,Europe/Warsaw,1752573255.032477,,,closedApp,False,instagram
,Europe/Warsaw,1752573384.555719,,,closedApp,False,instagram
,Europe/Warsaw,1752573724.335908,,,closedApp,False,instagram
,Europe/Warsaw,1752575168.950728,,,closedApp,False,instagram
,Europe/Warsaw,1752575343.517658,,,closedApp,False,instagram
,Europe/Warsaw,1752575689.143496,,,closedApp,False,instagram
,Europe/Warsaw,1752576061.3281999,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752581598.762291,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752582503.23999,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752582831.7489839,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752583148.868847,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752583179.947875,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752583192.7006679,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752583795.4797769,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752596516.7604,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752596951.416782,,,closedApp,False,instagram
,Europe/Warsaw,1752597155.9689178,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752606536.291521,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752607335.567625,3.0,,dismissedAppOpening,False,instagram
,Europe/Warsaw,1752607171.54992,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752608213.9534059,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752608485.185279,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752608756.200136,,,closedApp,False,instagram
,Europe/Warsaw,1752609162.052999,,,closedApp,False,instagram
,Europe/Warsaw,1752609409.435617,,,closedApp,False,instagram
,Europe/Warsaw,1752609503.7505178,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752610646.881434,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752611466.272264,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752611621.584954,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752611691.433759,,,closedApp,False,instagram
,Europe/Warsaw,1752612541.9202862,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752615204.2960339,3.0,Bored,openedApp,False,instagram
