interventionType,isReIntervention,resolution,timestamp,app,interventionDuration,timezone
breathingExercise,False,openedApp,1751981490.613078,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751981685.083914,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751981978.732296,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751983757.762387,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751984061.02967,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751988087.810411,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751988153.817488,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751988765.290786,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751989207.3789392,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751990065.7778811,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751990856.475646,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751991242.281691,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751993472.6636,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751995511.012047,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751998359.0796142,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1751999583.742569,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1751999601.557029,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752001087.406269,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752003954.699141,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752004610.613692,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752006768.04142,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752006793.796453,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752009213.7710109,tikTok,6.0,Europe/London
,False,openedApp,1752012521.555896,tikTok,,Europe/London
,False,closedApp,1752012581.555896,tikTok,,Europe/London
,False,dismissedAppOpening,1752012581.555897,tikTok,,Europe/London
breathingExercise,False,openedApp,1752042086.7388701,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752043510.350912,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752043587.745518,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752043781.502682,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752043805.587331,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752044370.354502,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752044482.253592,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752050349.755822,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752050366.808047,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752050720.043632,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752072191.1401029,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752083394.668292,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752084745.3793879,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752087819.5875978,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752088638.390038,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752092160.163034,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752093967.342922,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752094168.959961,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752094907.221339,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752095170.392017,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752096663.151732,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752096925.2828522,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752097126.448731,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752130042.527242,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752135645.708812,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752135779.208041,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752136536.819324,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752137864.5315619,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752142187.288146,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752148204.615251,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752150142.398395,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752151748.9026198,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752151828.0086021,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752154382.453261,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752154579.700903,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752154776.254202,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752155047.0519872,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752159470.960258,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752160142.4603739,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752168735.15972,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752169041.240391,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752171237.9295192,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752175827.946552,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752178058.612031,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752178342.3574371,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752180566.558792,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752184147.162116,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752184878.673705,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752186619.9718208,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752215716.898378,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752216196.126518,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752216395.9266438,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752219056.700449,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752221496.6224961,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752223251.475854,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752223656.639032,tikTok,6.0,Europe/London
,False,openedApp,1752227577.927545,tikTok,,Europe/London
,False,closedApp,1752227637.927545,tikTok,,Europe/London
,False,dismissedAppOpening,1752227637.927545,tikTok,,Europe/London
breathingExercise,False,openedApp,1752227667.482579,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752229786.734404,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752231326.70639,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752231343.692456,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752233275.240131,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752235121.929605,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752236710.149421,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752241617.997654,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752246732.7608771,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752247089.8592381,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752247708.768412,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752250274.573591,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752251356.080363,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752251653.190573,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752252451.535653,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752255632.563325,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752256620.199938,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752270629.7277899,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752272516.981924,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752274009.84021,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752274329.334904,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752274567.722609,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752274782.6484652,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752274876.4654331,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752275087.891787,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752275840.80654,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752276432.9955978,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752305696.196608,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752307282.541599,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752307442.4582272,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752319685.8707318,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752321371.328178,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752321576.222849,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752321757.86271,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752322008.978492,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752323542.825695,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752330302.496396,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752330441.176467,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752330635.970314,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752330878.537929,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752332685.741488,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752332972.146953,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752335329.5135531,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752336331.051908,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752341203.748859,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752341448.237033,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752344571.295826,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752345372.656664,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752347176.9205961,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752348719.781213,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752351212.1262279,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752352359.1636581,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752352688.669977,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752353005.731204,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752353063.908706,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752353365.259521,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752353572.8861651,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752354019.7695742,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752354566.465448,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752358201.4966521,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752360360.7616138,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752360377.7644591,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752360915.9619899,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752393333.289592,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752394962.60259,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752402418.18441,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752409798.2020469,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752411100.27023,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752414910.2193,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752417210.393327,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752424364.7798262,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752424569.2443318,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752425397.949261,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752425642.086087,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752425695.7888808,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752429576.662634,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752429685.266233,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752430562.199164,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752439340.636632,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752439670.520855,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752439867.687986,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752440408.9777942,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752441040.7851129,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752441834.2749119,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752442996.481937,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752447069.951788,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752447875.203788,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752448684.986638,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752481677.8778439,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752486304.3784518,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752486761.861949,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752488116.613463,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752488315.5769181,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752489575.899588,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752494976.870078,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752495266.764915,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752500794.121269,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752501144.340815,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752502929.277687,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752504931.477942,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752507147.833335,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752507681.6123219,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752508471.715303,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752509609.9968781,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752509821.643019,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752510128.782133,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752510417.3029041,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752512060.6402168,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752512336.3677058,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752515962.5100121,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752516215.394837,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752518528.602857,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752521218.9032168,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752521732.6028562,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752524477.730324,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752526486.7447472,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752527250.3156428,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752528073.4284449,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752529658.3981671,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752530220.900031,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752532986.743795,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752533580.850995,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752533718.563373,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752533915.330054,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752534141.9123778,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752534877.539752,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752566155.5440722,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752566185.2517529,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752577283.9956532,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752579603.966508,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752581875.324621,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752583001.026195,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752588818.062854,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752594467.718569,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752596684.944807,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752598784.320442,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752599134.869814,tikTok,6.0,Europe/London
,False,openedApp,1752607662.1784182,tikTok,,Europe/London
,False,closedApp,1752607722.1784182,tikTok,,Europe/London
,False,dismissedAppOpening,1752607722.1784182,tikTok,,Europe/London
breathingExercise,False,openedApp,1752607759.176361,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752607897.643477,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752610904.270577,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752616340.8323932,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752619083.839293,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752652878.632586,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752659085.201083,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752663447.5226731,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752671178.853493,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752672114.589458,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752672520.031785,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752672840.0983381,tikTok,6.0,Europe/London
breathingExercise,False,dismissedAppOpening,1752673246.1950278,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752674185.025646,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752674771.257296,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752689903.677582,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752690134.716913,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752691065.0055962,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752693928.0795531,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752696530.355029,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752697981.178738,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752703299.8458571,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752740564.538072,tikTok,6.0,Europe/London
breathingExercise,False,openedApp,1752744683.781752,tikTok,6.0,Europe/London
