isReIntervention,app,resolution,timezone,interventionDuration,timestamp,timeIntervalUntilReIntervention,purpose,interventionType
False,instagram,closedApp,America/Toronto,,1749684612.791947,,,
False,instagram,openedApp,America/Toronto,1.5,1749686004.2547522,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749686207.046016,,,
False,instagram,openedApp,America/Toronto,1.5,1749686909.001913,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749686977.568181,,,
False,instagram,closedApp,America/Toronto,,1749687264.032936,,,
False,instagram,closedApp,America/Toronto,,1749687665.619726,,,
False,instagram,openedApp,America/Toronto,1.5,1749688032.859074,480.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749688420.578728,,,
False,instagram,closedApp,America/Toronto,,1749688420.606948,,,
True,instagram,openedApp,America/Toronto,1.5,1749688534.495551,480.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749688528.606024,,,
False,instagram,closedApp,America/Toronto,,1749688619.33961,,,
False,instagram,closedApp,America/Toronto,,1749688737.988085,,,
False,instagram,closedApp,America/Toronto,,1749688815.1344872,,,
False,instagram,openedApp,America/Toronto,1.5,1749689577.852318,420.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749692235.935477,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749689668.331387,,,
False,instagram,closedApp,America/Toronto,,1749689772.963577,,,
False,instagram,openedApp,America/Toronto,1.5,1749692262.2285,660.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749692314.9265962,,,
False,instagram,closedApp,America/Toronto,,1749692870.575866,,,
True,instagram,openedApp,America/Toronto,1.5,1749693116.822496,780.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749693112.8931541,,,
False,instagram,closedApp,America/Toronto,,1749693872.520976,,,
True,instagram,openedApp,America/Toronto,1.5,1749693952.135376,2580.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749693945.746035,,,
False,instagram,closedApp,America/Toronto,,1749694590.2038121,,,
False,instagram,openedApp,America/Toronto,1.5,1749695138.052541,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749696110.2475219,,,
False,instagram,openedApp,America/Toronto,1.5,1749696122.245969,2220.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749696228.545229,,,
False,instagram,openedApp,America/Toronto,1.5,1749696769.1413631,720.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749696857.7973151,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749726325.119273,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749726328.310018,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749726347.6319652,,,
False,instagram,openedApp,America/Toronto,1.5,1749726813.127462,1200.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749728042.7828069,2700.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749728029.99838,,,
False,instagram,closedApp,America/Toronto,,1749728885.0826979,,,
False,instagram,openedApp,America/Toronto,1.5,1749731269.811017,2340.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749731891.2572598,,,
False,instagram,closedApp,America/Toronto,,1749731892.012964,,,
False,instagram,openedApp,America/Toronto,1.5,1749732731.584025,2220.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749732798.648051,,,
False,instagram,closedApp,America/Toronto,,1749733140.2289171,,,
False,instagram,closedApp,America/Toronto,,1749733275.1120791,,,
False,instagram,openedApp,America/Toronto,1.5,1749742264.6892052,1080.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749746522.372231,1920.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749746843.142373,,,
False,instagram,closedApp,America/Toronto,,1749747369.211978,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749750830.012896,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749750833.076118,60.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749750885.83392,,,
False,instagram,closedApp,America/Toronto,,1749750922.51912,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749750930.7644172,,,breathingExercise
False,instagram,openedApp,America/Toronto,1.5,1749750980.833527,1080.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749751084.665148,,,
False,instagram,closedApp,America/Toronto,,1749751167.584897,,,
False,instagram,closedApp,America/Toronto,,1749751356.510696,,,
False,instagram,closedApp,America/Toronto,,1749751485.8663511,,,
False,instagram,closedApp,America/Toronto,,1749751589.249949,,,
False,instagram,closedApp,America/Toronto,,1749751805.441742,,,
False,instagram,openedApp,America/Toronto,1.5,1749752344.5914989,2160.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749752657.779228,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749752685.128137,,,
False,instagram,closedApp,America/Toronto,,1749752707.661361,,,
False,instagram,openedApp,America/Toronto,1.5,1749753893.564722,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749753929.738384,,,
False,instagram,closedApp,America/Toronto,,1749754110.601485,,,
False,instagram,openedApp,America/Toronto,1.5,1749758445.787205,1440.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749759319.623757,1980.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749759605.23529,,,
False,instagram,closedApp,America/Toronto,,1749759945.120224,,,
False,instagram,closedApp,America/Toronto,,1749760994.835602,,,
False,instagram,openedApp,America/Toronto,1.5,1749762934.83624,1800.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749763308.507827,,,
False,instagram,openedApp,America/Toronto,1.5,1749766450.6708422,2460.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749766942.0606189,,,
False,instagram,openedApp,America/Toronto,1.5,1749767482.171041,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749767964.379228,,,
False,instagram,closedApp,America/Toronto,,1749768138.030758,,,
False,instagram,closedApp,America/Toronto,,1749768743.336087,,,
False,instagram,openedApp,America/Toronto,1.5,1749770782.456701,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749770839.9218621,,,
False,instagram,openedApp,America/Toronto,1.5,1749772548.040804,60.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749772571.901118,,,
False,instagram,closedApp,America/Toronto,,1749772616.6738029,,,
False,instagram,openedApp,America/Toronto,1.5,1749774329.8929691,1740.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749774922.093127,960.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749774971.056551,,,
False,instagram,closedApp,America/Toronto,,1749776681.69607,,,
False,instagram,closedApp,America/Toronto,,1749776697.475225,,,
False,instagram,openedApp,America/Toronto,1.5,1749796185.446879,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749796471.309758,,,
False,instagram,openedApp,America/Toronto,1.5,1749819398.4123402,600.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749819422.7552829,,,
False,instagram,closedApp,America/Toronto,,1749819506.669806,,,
False,instagram,closedApp,America/Toronto,,1749819656.964447,,,
False,instagram,openedApp,America/Toronto,1.5,1749820936.830764,840.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749821041.759232,,,
False,instagram,closedApp,America/Toronto,,1749821133.8678432,,,
False,instagram,openedApp,America/Toronto,1.5,1749822002.413799,1500.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749822581.5441818,,,
False,instagram,closedApp,America/Toronto,,1749823269.180707,,,
True,instagram,openedApp,America/Toronto,1.5,1749823563.465858,1440.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749823558.6905541,,,
False,instagram,closedApp,America/Toronto,,1749825011.747716,,,
False,instagram,openedApp,America/Toronto,1.5,1749829108.536622,780.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,1.5,1749829904.227299,600.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749829898.8963308,,,
True,instagram,openedApp,America/Toronto,1.5,1749830521.680982,840.0,Entertainment,breathingExercise
False,instagram,closedApp,America/Toronto,,1749830515.1852689,,,
False,instagram,closedApp,America/Toronto,,1749831078.109223,,,
False,instagram,openedApp,America/Toronto,1.5,1749833009.520492,660.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749833101.125053,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749833408.708585,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749836359.2934608,1920.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749836409.7851949,,,
False,instagram,openedApp,America/Toronto,1.5,1749842310.387909,1800.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749843048.331847,,,
False,instagram,closedApp,America/Toronto,,1749843412.261812,,,
False,instagram,closedApp,America/Toronto,,1749843506.0865722,,,
False,instagram,closedApp,America/Toronto,,1749843667.097529,,,
False,instagram,closedApp,America/Toronto,,1749843939.193668,,,
False,instagram,closedApp,America/Toronto,,1749843978.6954641,,,
False,instagram,openedApp,America/Toronto,1.5,1749844650.357239,1320.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749845212.1869721,,,
False,instagram,closedApp,America/Toronto,,1749845318.537397,,,
False,instagram,closedApp,America/Toronto,,1749845391.0927339,,,
False,instagram,closedApp,America/Toronto,,1749845576.3102179,,,
True,instagram,openedApp,America/Toronto,1.5,1749846118.0574222,840.0,Escape / Avoid,breathingExercise
False,instagram,closedApp,America/Toronto,,1749846110.7419438,,,
False,instagram,closedApp,America/Toronto,,1749846210.684095,,,
False,instagram,closedApp,America/Toronto,,1749846240.4439301,,,
False,instagram,closedApp,America/Toronto,,1749851494.167377,,,
False,instagram,closedApp,America/Toronto,,1749851627.904526,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749853982.7197108,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749853990.470564,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749854385.167515,,,
False,instagram,closedApp,America/Toronto,,1749854514.1242929,,,
False,instagram,closedApp,America/Toronto,,1749854564.905997,,,
False,instagram,closedApp,America/Toronto,,1749854750.901885,,,
False,instagram,closedApp,America/Toronto,,1749854818.576116,,,
False,instagram,openedApp,America/Toronto,1.5,1749855392.53904,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749855595.797155,,,
False,instagram,openedApp,America/Toronto,1.5,1749856192.109302,900.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749856582.368772,,,
False,instagram,openedApp,America/Toronto,1.5,1749860733.72544,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749861870.151393,,,
True,instagram,openedApp,America/Toronto,1.5,1749862328.888545,2580.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749862323.265162,,,
False,instagram,closedApp,America/Toronto,,1749862522.538687,,,
False,instagram,closedApp,America/Toronto,,1749862704.895879,,,
False,instagram,openedApp,America/Toronto,1.5,1749866231.234414,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749866304.377444,,,
False,instagram,closedApp,America/Toronto,,1749866679.689474,,,
True,instagram,dismissedAppOpening,America/Toronto,1.5,1749867925.199696,,,breathingExercise
False,instagram,closedApp,America/Toronto,,1749867921.751831,,,
False,instagram,openedApp,America/Toronto,1.5,1749867936.80659,1920.0,Message,breathingExercise
False,instagram,openedApp,America/Toronto,1.5,1749871000.492035,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749869146.74888,,,
False,instagram,closedApp,America/Toronto,,1749871113.023715,,,
False,instagram,closedApp,America/Toronto,,1749871517.7371411,,,
False,instagram,closedApp,America/Toronto,,1749871982.213495,,,
False,instagram,closedApp,America/Toronto,,1749872000.8506,,,
False,instagram,openedApp,America/Toronto,1.5,1749898967.1324801,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749898985.8720489,,,
False,instagram,openedApp,America/Toronto,1.5,1749900910.5449991,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749901023.327314,,,
False,instagram,openedApp,America/Toronto,1.5,1749902699.093862,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749902839.6298609,,,
False,instagram,openedApp,America/Toronto,1.5,1749903388.00192,1860.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749904379.2994819,,,
False,instagram,closedApp,America/Toronto,,1749905016.935676,,,
True,instagram,openedApp,America/Toronto,1.5,1749905532.962168,2040.0,Stay In the Loop,breathingExercise
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749907816.798096,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749905528.339326,,,
False,instagram,closedApp,America/Toronto,,1749906054.688208,,,
False,instagram,closedApp,America/Toronto,,1749906294.362916,,,
False,instagram,closedApp,America/Toronto,,1749906374.707302,,,
False,instagram,closedApp,America/Toronto,,1749906736.1009378,,,
False,instagram,closedApp,America/Toronto,,1749907063.328198,,,
False,instagram,openedApp,America/Toronto,1.5,1749907859.11866,2280.0,,askForTimeLimit
True,instagram,dismissedAppOpening,America/Toronto,1.5,1749910259.187945,,,breathingExercise
False,instagram,closedApp,America/Toronto,,1749908040.468504,,,
False,instagram,closedApp,America/Toronto,,1749909900.6387339,,,
False,instagram,closedApp,America/Toronto,,1749910255.355449,,,
False,instagram,openedApp,America/Toronto,1.5,1749910270.702209,1320.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749910524.607356,,,
False,instagram,openedApp,America/Toronto,1.5,1749914426.58421,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749914596.669236,,,
False,instagram,closedApp,America/Toronto,,1749914824.896123,,,
False,instagram,openedApp,America/Toronto,1.5,1749916265.5719361,60.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749916637.81197,1200.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749919745.626466,1500.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749919871.698892,,,
False,instagram,closedApp,America/Toronto,,1749919989.5579271,,,
False,instagram,closedApp,America/Toronto,,1749920607.949401,,,
False,instagram,closedApp,America/Toronto,,1749921285.642637,,,
False,instagram,closedApp,America/Toronto,,1749921321.4774442,,,
False,instagram,openedApp,America/Toronto,1.5,1749921331.910568,2340.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1749921475.450708,,,
False,instagram,closedApp,America/Toronto,,1749921633.843474,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749924997.845295,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749925008.929158,2100.0,,askForTimeLimit
False,instagram,dismissedAppOpening,America/Toronto,1.5,1749928156.470228,,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749925355.816979,,,
False,instagram,closedApp,America/Toronto,,1749925642.8927531,,,
False,instagram,closedApp,America/Toronto,,1749926093.844386,,,
False,instagram,openedApp,America/Toronto,1.5,1749928163.094168,2280.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749928187.2164922,,,
False,instagram,closedApp,America/Toronto,,1749928539.675153,,,
False,instagram,closedApp,America/Toronto,,1749928991.972266,,,
False,instagram,closedApp,America/Toronto,,1749929138.354567,,,
False,instagram,openedApp,America/Toronto,1.5,1749964594.70225,540.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749964621.617249,,,
False,instagram,openedApp,America/Toronto,1.5,1749987376.3924341,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749987753.500204,,,
False,instagram,closedApp,America/Toronto,,1749987763.76728,,,
True,instagram,openedApp,America/Toronto,1.5,1749989030.128329,1980.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749989024.338252,,,
True,instagram,openedApp,America/Toronto,1.5,1749991030.416411,1560.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1749991024.976358,,,
False,instagram,closedApp,America/Toronto,,1749991228.9139051,,,
False,instagram,openedApp,America/Toronto,1.5,1749993565.106526,1800.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1749994074.233427,1320.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749994101.000396,,,
False,instagram,openedApp,America/Toronto,1.5,1749994758.427226,1740.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749994965.566432,,,
False,instagram,openedApp,America/Toronto,1.5,1749996347.020652,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749996477.672097,,,
False,instagram,openedApp,America/Toronto,1.5,1749997018.9308171,2100.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749997129.4081879,,,
False,instagram,closedApp,America/Toronto,,1749997758.83975,,,
False,instagram,openedApp,America/Toronto,1.5,1749998184.6106539,1920.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1749998339.4969401,,,
False,instagram,closedApp,America/Toronto,,1749998355.933652,,,
False,instagram,openedApp,America/Toronto,1.5,1750003770.127235,1440.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750003801.1310558,,,
False,instagram,closedApp,America/Toronto,,1750003869.6766682,,,
False,instagram,dismissedAppOpening,America/Toronto,1.5,1750008159.130305,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,1.5,1750009582.303893,1080.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750009595.837816,,,
False,instagram,openedApp,America/Toronto,1.5,1750023045.920929,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750023078.321125,,,
False,instagram,dismissedAppOpening,America/Toronto,3.0,1750036889.7368631,,,askForTimeLimit
False,instagram,openedApp,America/Toronto,3.0,1750036894.066364,1380.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,3.0,1750037921.949599,1200.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750038558.774623,,,
False,instagram,closedApp,America/Toronto,,1750039065.769095,,,
False,instagram,closedApp,America/Toronto,,1750039358.742507,,,
False,instagram,openedApp,America/Toronto,3.0,1750039370.5665178,1260.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750039797.254427,,,
False,instagram,closedApp,America/Toronto,,1750040651.643882,,,
False,instagram,openedApp,America/Toronto,3.0,1750041036.2004461,1260.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750041239.59875,,,
False,instagram,closedApp,America/Toronto,,1750041443.088985,,,
False,instagram,openedApp,America/Toronto,3.0,1750072276.400682,1320.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750072886.499567,,,
False,instagram,closedApp,America/Toronto,,1750073611.377767,,,
True,instagram,openedApp,America/Toronto,3.0,1750073620.7665648,1680.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750074114.476914,,,
False,instagram,closedApp,America/Toronto,,1750075254.800057,,,
True,instagram,openedApp,America/Toronto,3.0,1750075336.128413,2640.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750075326.3489199,,,
False,instagram,closedApp,America/Toronto,,1750075994.7192678,,,
False,instagram,openedApp,America/Toronto,3.0,1750078692.120795,1260.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750079637.324102,,,
True,instagram,openedApp,America/Toronto,3.0,1750079990.233955,2340.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750079981.82165,,,
False,instagram,closedApp,America/Toronto,,1750082280.989783,,,
True,instagram,openedApp,America/Toronto,3.0,1750082359.378827,1740.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750082351.8123422,,,
False,instagram,closedApp,America/Toronto,,1750082832.4485478,,,
False,instagram,openedApp,America/Toronto,3.0,1750083193.322645,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750084435.57568,,,
False,instagram,openedApp,America/Toronto,3.0,1750085386.0264878,1860.0,,askForTimeLimit
True,instagram,openedApp,America/Toronto,3.0,1750087270.507251,1980.0,Message,breathingExercise
False,instagram,closedApp,America/Toronto,,1750087259.450846,,,
False,instagram,closedApp,America/Toronto,,1750087298.356173,,,
False,instagram,closedApp,America/Toronto,,1750087494.0341558,,,
False,instagram,closedApp,America/Toronto,,1750087592.172299,,,
False,instagram,closedApp,America/Toronto,,1750087809.0300698,,,
False,instagram,openedApp,America/Toronto,3.0,1750088528.877427,1680.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750088569.49515,,,
False,instagram,closedApp,America/Toronto,,1750088822.954547,,,
False,instagram,openedApp,America/Toronto,3.0,1750093897.810279,1380.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750094965.298496,,,
False,instagram,openedApp,America/Toronto,3.0,1750095390.735116,1500.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750095422.035262,,,
False,instagram,closedApp,America/Toronto,,1750096011.072119,,,
False,instagram,closedApp,America/Toronto,,1750096040.991123,,,
False,instagram,closedApp,America/Toronto,,1750096185.824751,,,
False,instagram,openedApp,America/Toronto,3.0,1750096863.152571,1620.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750097010.265449,,,
False,instagram,closedApp,America/Toronto,,1750097189.122935,,,
False,instagram,openedApp,America/Toronto,3.0,1750098213.4581819,2040.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750098651.278967,,,
False,instagram,closedApp,America/Toronto,,1750098791.7458382,,,
False,instagram,openedApp,America/Toronto,3.0,1750101769.4068909,2460.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,3.0,1750106633.00421,1140.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750101986.006352,,,
False,instagram,closedApp,America/Toronto,,1750102789.0888839,,,
False,instagram,closedApp,America/Toronto,,1750102903.104926,,,
False,instagram,closedApp,America/Toronto,,1750106811.446844,,,
False,instagram,openedApp,America/Toronto,3.0,1750109424.216948,1260.0,,askForTimeLimit
False,instagram,openedApp,America/Toronto,3.0,1750112218.7427921,2100.0,,askForTimeLimit
False,instagram,closedApp,America/Toronto,,1750109657.1410398,,,
False,instagram,closedApp,America/Toronto,,1750109865.388952,,,
False,instagram,closedApp,America/Toronto,,1750110264.497796,,,
False,instagram,closedApp,America/Toronto,,1750110389.363426,,,
False,instagram,closedApp,America/Toronto,,1750112866.667254,,,
False,instagram,closedApp,America/Toronto,,1750114094.800458,,,
True,instagram,openedApp,America/Toronto,3.0,1750114366.7162251,1680.0,Stay In the Loop,breathingExercise
False,instagram,closedApp,America/Toronto,,1750114358.1243281,,,
False,instagram,closedApp,America/Toronto,,1750115682.487901,,,
True,instagram,openedApp,America/Toronto,3.0,1750116101.179346,1440.0,Message,breathingExercise
